family	dataset	species_pop	acc_morpho	year_side	from_tip	from_base	count	norm_node_base	xA	yA	xB	yB	xC	yC	xD	yD	xE	yE	xF	yF	xG	yG	xH	yH	xI	yI
grapevine	NY_germplasm	Vitis_labrusca	483153	2016	3	3	5	0.6	515.2136	413.7833	502.2401	389.5568	503.7991	366.3048	538.8398	348.8011	-925.7316	254.6905	-870.1984	157.9806	-844.4037	-818.9311	-582.2657	-827.0472	-149.5599	-1776.676
grapevine	NY_germplasm	Vitis_labrusca	597172	2013	9	1	9	0.111111111	412.9554	245.238	358.6773	226.1465	420.0568	199.1109	494.2406	180.5832	-668.0141	730.004	-675.8199	620.6549	-792.7271	-846.9681	-639.4319	-885.4837	503.1937	-1847.09
grapevine	NY_germplasm	Vitis_labrusca	483133	2013	7	5	11	0.454545455	507.3181	394.6415	495.3371	376.0172	510.6048	348.2877	559.2247	334.8597	-844.1611	473.4457	-829.5488	386.6412	-891.726	-852.1819	-375.551	-559.9341	130.9595	-2011.668
grapevine	NY_germplasm	Vitis_labrusca	588182	2015	4	7	10	0.7	407.5468	316.9824	395.2455	284.3923	416.0039	247.3971	461.3299	240.8398	-806.2263	652.3217	-741.9049	555.2338	-1011.651	-912.9665	-446.4949	-807.6153	381.474	-1862.836
grapevine	NY_germplasm	Vitis_labrusca	588169	2013	5	8	12	0.666666667	342.1011	145.1483	322.8029	130.3482	329.7381	93.34732	366.8089	80.87551	-699.5279	834.3563	-604.327	646.0343	-1132.809	-798.1737	-271.0771	-422.2581	913.5745	-1368.229
grapevine	NY_germplasm	Vitis_labrusca	597228	2017	5	4	8	0.5	417.3162	305.8955	380.2578	274.4613	411.7623	241.9738	457.4006	236.7007	-703.3444	791.7347	-623.7374	616.7783	-866.7321	-915.6579	-368.1646	-603.2819	406.2384	-1977.614
grapevine	NY_germplasm	Vitis_labrusca	588194	2017	3	3	5	0.6	410.6656	371.2862	393.8156	325.8135	414.8261	291.0205	478.9752	271.847	-822.4313	536.5877	-696.1639	436.9335	-968.3865	-781.54	-517.8972	-769.1853	321.69	-1980.163
grapevine	NY_germplasm	Vitis_labrusca	483147	2013	4	5	8	0.625	435.8415	338.6832	414.924	303.6416	444.4859	267.9636	503.3653	261.5759	-747.8155	524.6091	-701.7801	458.3629	-879.6763	-887.0046	-573.4027	-915.1255	229.6041	-1955.776
grapevine	NY_germplasm	Vitis_labrusca	483150	2016	8	2	9	0.222222222	463.2879	341.1558	422.9962	307.7459	452.0359	277.1953	507.9094	269.5783	-984.2647	510.3093	-969.4788	344.2408	-734.2986	-931.864	-558.0191	-972.2165	119.4908	-1618.925
grapevine	NY_germplasm	Vitis_labrusca	594349	2015	5	7	11	0.636363636	352.3707	277.5726	336.3085	251.1887	360.8279	226.0441	397.9872	223.7539	-871.3096	707.4048	-428.6496	430.8092	-1207.967	-719.8768	-185.4353	-448.2791	567.5729	-1864.368
grapevine	NY_germplasm	Vitis_labrusca	588585	2013	11	3	13	0.230769231	429.6089	330.0177	410.6868	299.2337	441.0294	269.7284	485.838	261.8414	-904.9277	496.6871	-846.6025	456.5707	-978.3022	-947.1378	-431.3734	-693.2577	242.6042	-1691.405
grapevine	NY_germplasm	Vitis_labrusca	483153	2013	8	5	12	0.416666667	539.5407	460.0788	531.101	443.3265	548.4903	416.5491	580.186	401.6636	-785.9965	388.2002	-768.1803	330.8919	-887.429	-934.8445	-369.7347	-610.9848	49.63779	-1825.228
grapevine	NY_germplasm	Vitis_labrusca	483161	2013	7	5	11	0.454545455	480.9369	357.1989	468.2419	329.9893	487.6142	304.5125	521.2111	302.6782	-900.8364	539.3872	-910.5371	451.4146	-918.3678	-869.5522	-609.3544	-950.7824	211.0512	-1498.788
grapevine	NY_germplasm	Vitis_labrusca	597203	2016	5	3	7	0.428571429	480.9378	390.6264	458.9956	368.8756	482.3097	346.6369	523.7102	325.8256	-895.8058	407.2621	-779.909	301.0549	-853.1898	-870.5899	-261.2514	-516.4473	36.02094	-1920.353
grapevine	NY_germplasm	Vitis_labrusca	588658	2016	1	9	9	1	508.5014	521.795	388.2805	385.6146	446.4671	292.3327	601.1673	252.0563	-824.4782	346.3044	-714.5709	260.9888	-889.584	-795.711	-506.4113	-734.8674	-6.511484	-2107.545
grapevine	NY_germplasm	Vitis_labrusca	588584	2015	5	8	12	0.666666667	497.0207	267.4938	461.6479	241.4459	473.6982	213.2675	515.3924	193.3749	-862.8536	618.6106	-774.7197	465.5876	-1200.328	-929.9146	-322.0787	-620.8901	517.8218	-1384.092
grapevine	NY_germplasm	Vitis_labrusca	483145	2013	7	5	11	0.454545455	429.3305	372.9773	419.659	350.5575	431.708	330.8549	484.8604	313.9695	-781.7483	356.3242	-804.8893	184.9974	-826.8812	-975.5661	-589.2725	-887.0875	-152.7925	-1926.324
grapevine	NY_germplasm	Vitis_labrusca	594349	2016	2	7	8	0.875	446.7872	392.9368	401.3289	317.6941	427.0792	259.6151	543.3552	223.8745	-939.216	457.708	-680.9137	328.148	-1182.499	-817.1755	-243.1412	-464.2589	261.9871	-1936.168
grapevine	NY_germplasm	Vitis_labrusca	588194	2013	8	1	8	0.125	434.2161	334.0686	410.5916	292.2005	458.4114	268.0088	509.2732	253.9217	-876.3899	669.024	-829.062	522.5301	-860.2731	-1034.621	-513.1088	-814.2297	281.2611	-1616.639
grapevine	NY_germplasm	Vitis_labrusca	483164	2013	7	3	9	0.333333333	457.1623	350.058	452.9133	325.7215	489.4228	298.416	550.0927	293.2392	-686.8966	612.8413	-692.0205	571.2876	-977.8641	-818.0322	-540.8531	-782.7636	293.8968	-1886.753
grapevine	NY_germplasm	Vitis_labrusca	483161	2013	9	3	11	0.272727273	522.0873	318.3622	511.0623	282.9148	536.3823	256.3015	578.302	242.6057	-964.2896	416.7156	-948.4713	369.238	-736.3015	-836.5023	-518.8043	-888.7501	10.40951	-1738.213
grapevine	NY_germplasm	Vitis_labrusca	588165	2013	8	1	8	0.125	441.392	331.8373	433.762	288.3236	466.1227	249.8843	538.9161	239.169	-726.6991	678.4294	-815.6912	433.6708	-872.5906	-1085.405	-561.4697	-980.7319	185.6727	-1591.835
grapevine	NY_germplasm	Vitis_labrusca	483150	2013	8	5	12	0.416666667	405.7492	297.0736	398.4777	271.2381	417.8931	235.891	466.4872	240.6859	-902.1834	580.6142	-881.3028	488.5706	-951.3484	-863.4136	-496.957	-677.9092	330.361	-1804.221
grapevine	NY_germplasm	Vitis_labrusca	483163	2013	6	6	11	0.545454545	400.7745	309.3597	392.3198	281.9556	406.0776	252.3696	441.2455	247.0087	-830.4695	650.5722	-760.5612	559.8264	-904.6389	-1022.976	-447.0384	-824.4046	329.5433	-1860.594
grapevine	NY_germplasm	Vitis_labrusca	483164	2015	9	2	10	0.2	459.0373	419.8414	465.0378	371.0796	514.8842	358.5832	581.0195	355.6084	-897.2837	458.5212	-864.3031	392.7811	-892.0442	-643.6596	-217.409	-534.7111	5.132427	-1841.449
grapevine	NY_germplasm	Vitis_labrusca	597228	2016	8	1	8	0.125	494.4847	280.9653	403.6369	288.4392	475.2097	240.5509	557.5323	220.1686	-798.8833	535.2779	-482.6471	430.2387	-825.3537	-885.858	-488.6473	-763.4111	287.5811	-1873.021
grapevine	NY_germplasm	Vitis_labrusca	483160	2013	3	7	9	0.777777778	417.5228	400.0009	388.0338	342.1342	427.1439	281.1601	511.1443	271.3835	-795.9267	513.5868	-689.3804	431.5299	-1086.416	-818.6679	-338.727	-629.5277	164.8935	-2093.362
grapevine	NY_germplasm	Vitis_labrusca	483157	2013	8	2	9	0.222222222	524.0045	286.7305	509.1382	251.154	556.2979	214.3738	611.2032	208.5884	-919.8585	612.9194	-871.0837	498.8673	-738.446	-781.7775	-579.1267	-838.127	170.8125	-1742.83
grapevine	NY_germplasm	Vitis_labrusca	483159	2013	12	2	13	0.153846154	408.7062	342.891	384.0032	301.8222	404.9722	255.9173	462.3878	245.0765	-819.2051	563.3756	-803.6897	485.0765	-736.4745	-973.2714	-583.596	-945.8939	282.4109	-1805.346
grapevine	NY_germplasm	Vitis_labrusca	588585	2015	1	8	8	1	444.6277	550.2287	387.6973	455.4003	450.3712	396.1536	563.5238	330.9058	-670.2115	268.6441	-574.266	202.3161	-913.3575	-874.7371	-463.1626	-761.6903	-351.7323	-2082.461
grapevine	NY_germplasm	Vitis_labrusca	594349	2013	7	6	12	0.5	394.9583	354.0931	376.3526	329.0838	399.2418	307.7634	438.8064	291.4675	-791.4511	647.8423	-790.9882	339.3908	-814.8761	-589.3613	-491.1612	-749.6189	272.5977	-1994.382
grapevine	NY_germplasm	Vitis_labrusca	588647	2015	7	3	9	0.333333333	450.7617	280.6833	437.3503	252.1281	474.9303	212.3156	515.5261	189.9825	-844.7839	611.9442	-826.4208	524.2423	-881.4536	-804.695	-395.3598	-630.4416	490.3209	-1774.808
grapevine	NY_germplasm	Vitis_labrusca	588584	2013	10	5	14	0.357142857	436.0759	287.0905	425.206	255.3635	452.5263	229.64	491.6103	220.3403	-922.6735	574.6639	-894.2601	496.4118	-934.4748	-659.7197	-218.546	-399.8122	260.9581	-1896.347
grapevine	NY_germplasm	Vitis_labrusca	588128	2015	7	5	11	0.454545455	405.0976	366.3857	390.3168	336.7306	410.4371	301.4708	466.2435	296.7488	-803.8968	503.4209	-710.3145	418.976	-767.8437	-774.495	-517.4181	-717.4554	160.5605	-2105.423
grapevine	NY_germplasm	Vitis_labrusca	483150	2015	6	6	11	0.545454545	389.3385	340.0232	377.6913	314.2254	394.9711	286.0411	439.4915	281.4693	-844.2948	588.9356	-811.5179	498.4401	-946.9522	-824.0066	-290.5323	-812.8673	193.9685	-1853.295
grapevine	NY_germplasm	Vitis_labrusca	483151	2013	12	2	13	0.153846154	388.458	355.3121	359.7431	328.8335	409.3289	289.86	460.3471	283.5653	-672.8943	579.8844	-653.6533	484.9051	-944.6871	-953.1181	-267.3347	-779.7332	107.8953	-1892.668
grapevine	NY_germplasm	Vitis_labrusca	483163	2015	8	2	9	0.222222222	448.6668	255.8477	440.4965	226.4621	475.6197	201.0384	529.0793	185.392	-960.1624	659.2001	-896.5479	511.7533	-718.5758	-689.2457	-443.4554	-679.3223	400.6117	-1960.429
grapevine	NY_germplasm	Vitis_labrusca	588169	2015	4	6	9	0.666666667	374.0982	264.7306	358.8163	232.1239	373.626	196.9638	421.2089	184.3119	-712.7474	774.7863	-588.0404	593.5204	-1224.423	-1016.472	-153.6531	-473.5178	540.322	-1484.578
grapevine	NY_germplasm	Vitis_labrusca	588648	2016	7	3	9	0.333333333	514.4251	383.7494	480.401	360.0055	495.0171	320.1842	532.3298	311.8575	-805.9365	476.019	-785.0522	335.5658	-689.9328	-876.4583	-462.7255	-911.4937	-3.642385	-1943.601
grapevine	NY_germplasm	Vitis_labrusca	483157	2017	11	1	11	0.090909091	487.0183	562.1116	365.0783	477.5589	427.6925	430.7046	515.9186	407.6088	-413.6548	632.7863	-533.8584	528.3697	-724.0763	-924.6792	-587.3402	-974.3308	154.0523	-1667.06
grapevine	NY_germplasm	Vitis_labrusca	483161	2016	5	5	9	0.555555556	491.5137	344.5506	455.0729	333.2555	478.7973	300.5483	513.8725	292.2765	-844.5419	591.0885	-670.1034	360.3269	-910.4198	-713.3982	-571.3663	-808.5116	277.6229	-1985.408
grapevine	NY_germplasm	Vitis_labrusca	597228	2015	2	8	9	0.888888889	438.315	441.5575	417.8671	388.5578	459.1387	344.1001	550.19	337.1215	-729.1641	417.5691	-394.2651	369.6659	-959.1342	-899.004	-153.8675	-311.6131	-42.4065	-2288.157
grapevine	NY_germplasm	Vitis_labrusca	588182	2016	6	5	10	0.5	503.7314	411.6961	468.8993	382.186	498.3044	344.1315	530.2131	333.4146	-908.6439	477.0647	-790.1835	350.6257	-1050.603	-711.8494	-156.5477	-399.0441	123.0017	-1917.817
grapevine	NY_germplasm	Vitis_labrusca	483164	2013	5	5	9	0.555555556	497.3359	399.1418	483.0543	372.4945	502.0944	338.9289	550.5829	326.8466	-736.2143	500.5239	-729.6928	441.6643	-936.3098	-760.6125	-480.2058	-738.8261	214.9867	-1969.378
grapevine	NY_germplasm	Vitis_labrusca	597203	2013	6	2	7	0.285714286	502.0175	403.1947	476.2599	367.2517	503.6093	344.6852	558.8086	340.7372	-942.293	419.0199	-844.1577	343.7482	-778.745	-735.7664	-583.9994	-784.5743	42.58167	-1818.413
grapevine	NY_germplasm	Vitis_labrusca	483157	2015	4	4	7	0.571428571	469.66	352.7425	457.1035	334.7394	470.4789	306.3448	512.0344	298.4462	-803.2128	526.0202	-751.0425	434.2646	-753.8067	-903.9752	-592.9219	-854.2505	106.5753	-1762.313
grapevine	NY_germplasm	Vitis_labrusca	483145	2013	8	4	11	0.363636364	453.9206	419.3361	433.9208	387.0467	456.0903	368.8438	498.3357	342.2048	-876.9178	345.5977	-823.1145	288.0253	-872.013	-1027.997	-483.1348	-787.1234	-203.4975	-1744.849
grapevine	NY_germplasm	Vitis_labrusca	483160	2015	5	4	8	0.5	403.3603	299.5066	387.2151	276.1671	407.2207	250.2396	448.6154	242.7479	-804.5462	580.5614	-756.1376	487.7537	-996.2043	-902.7388	-557.0937	-900.9413	320.2497	-1850.974
grapevine	NY_germplasm	Vitis_labrusca	588648	2013	10	5	14	0.357142857	390.1976	278.7595	379.9476	251.4494	409.8699	227.6937	454.969	223.0117	-628.3885	745.3216	-638.3902	669.6112	-888.813	-759.0765	-138.7848	-555.8402	168.6072	-2041.907
grapevine	NY_germplasm	Vitis_labrusca	588584	2013	12	3	14	0.214285714	460.9374	358.61	443.3695	327.4563	495.4622	288.5269	557.2736	274.5124	-774.0915	524.5918	-779.7623	449.9043	-981.4736	-638.8637	-404.2278	-573.8353	238.5974	-2045.763
grapevine	NY_germplasm	Vitis_labrusca	588128	2013	5	7	11	0.636363636	447.5613	359.2814	432.5199	328.1035	459.1879	304.1574	511.2532	299.429	-774.2604	518.7603	-707.7637	424.6616	-887.6517	-712.9679	-405.4137	-706.4791	127.4082	-2173.651
grapevine	NY_germplasm	Vitis_labrusca	483148	2015	9	1	9	0.111111111	535.3597	342.4951	480.0981	307.1178	533.2097	263.0018	613.8192	250.4632	-931.7223	469.4225	-885.5139	406.0855	-775.0975	-748.2522	-584.0859	-747.9347	119.5214	-1853.699
grapevine	NY_germplasm	Vitis_labrusca	483133	2013	5	7	11	0.636363636	448.0341	378.1478	443.6333	351.3162	458.6229	316.712	503.5955	312.3209	-742.6256	503.3994	-725.1797	426.3734	-845.3145	-913.6844	-591.2897	-904.833	79.89757	-1975.612
grapevine	NY_germplasm	Vitis_labrusca	588173	2013	6	5	10	0.5	398.489	388.2408	386.9532	353.2928	413.3753	326.2408	469.0183	309.9688	-757.0536	640.7003	-774.1019	500.9935	-800.0003	-1034.797	-418.5945	-800.7623	116.4348	-1926.753
grapevine	NY_germplasm	Vitis_labrusca	483160	2013	5	5	9	0.555555556	420.7494	309.0108	402.6935	268.8881	434.8526	233.4641	483.3069	235.5616	-765.7121	648.62	-745.5047	565.6535	-1043.585	-949.8386	-538.4479	-998.1841	306.5786	-1573.225
grapevine	NY_germplasm	Vitis_labrusca	483147	2013	8	1	8	0.125	444.6716	322.1495	405.7892	274.3686	462.6243	211.9889	559.2835	203.5654	-704.9667	559.6299	-741.688	491.5072	-794.1625	-915.9385	-643.3744	-976.8505	214.2425	-1747.974
grapevine	NY_germplasm	Vitis_labrusca	483163	2016	3	4	6	0.666666667	424.2358	314.4487	380.8914	286.856	392.2133	239.7946	445.2547	239.9279	-886.203	652.5132	-735.1742	461.0321	-1081.133	-912.2715	-100.9952	-286.6111	409.4237	-1941.352
grapevine	NY_germplasm	Vitis_labrusca	588675	2015	5	5	9	0.555555556	373.4333	255.1634	349.4879	218.6932	371.471	191.2053	415.9222	182.9828	-946.6922	650.797	-834.7322	486.8515	-1132.213	-803.7238	-458.5791	-703.2023	672.1002	-1586.646
grapevine	NY_germplasm	Vitis_labrusca	483145	2013	5	7	11	0.636363636	447.9151	353.6778	434.5158	327.554	440.4759	283.7882	489.1454	271.7111	-844.2295	462.6579	-793.316	394.3052	-1074.894	-981.7141	-501.4048	-891.5238	155.5864	-1816.292
grapevine	NY_germplasm	Vitis_labrusca	588194	2016	8	2	9	0.222222222	458.4398	295.5327	412.4424	259.249	425.0047	221.2283	480.378	211.5854	-968.2187	691.8319	-854.6403	545.9132	-852.197	-929.2808	-357.7268	-689.9955	399.3513	-1704.995
grapevine	NY_germplasm	Vitis_labrusca	597203	2016	6	2	7	0.285714286	497.8608	326.9514	459.6825	302.7756	511.2518	284.4413	563.7648	272.0117	-981.5564	378.3619	-812.1272	327.0618	-879.6066	-953.9928	-274.4345	-501.6794	6.686872	-1773.855
grapevine	NY_germplasm	Vitis_labrusca	483150	2013	11	2	12	0.166666667	314.8217	379.0475	315.4836	290.0836	371.7407	238.4791	445.4727	260.7311	-802.6546	680.4381	-797.7156	602.7814	-689.941	-955.5126	-568.1777	-941.5164	250.1506	-1767.925
grapevine	NY_germplasm	Vitis_labrusca	483145	2015	8	1	8	0.125	489.7158	359.152	475.4556	293.0457	539.2413	277.5067	621.7143	306.3075	-1053.253	319.5505	-966.9903	253.6082	-722.6415	-790.1697	-482.1494	-808.5772	-319.2418	-1345.185
grapevine	NY_germplasm	Vitis_labrusca	483145	2017	3	5	7	0.714285714	433.7489	355.1718	394.6417	325.5806	427.1008	271.0725	479.6779	250.7096	-735.0159	473.0188	-656.2727	433.2584	-885.0617	-968.467	-652.3777	-938.3757	102.7892	-1960.506
grapevine	NY_germplasm	Vitis_labrusca	588658	2016	3	7	9	0.777777778	445.5273	319.6333	413.8802	293.6367	440.3954	247.6279	486.1015	243.3754	-740.5306	574.311	-699.1154	477.053	-1020.849	-917.596	-591.5755	-802.8515	257.2506	-1910.491
grapevine	NY_germplasm	Vitis_labrusca	588585	2013	7	7	13	0.538461538	429.4871	407.8724	423.8933	370.1949	447.2495	349.3913	483.7293	345.6367	-891.8436	360.7336	-817.8474	234.4406	-1031.729	-871.8499	-466.2987	-914.1768	-128.6937	-1820.433
grapevine	NY_germplasm	Vitis_labrusca	597172	2015	8	2	9	0.222222222	419.7898	312.998	407.7064	278.7677	480.0758	258.6071	540.0224	244.1545	-907.1305	675.555	-829.5423	535.9103	-959.6946	-904.6851	-294.0364	-585.8687	348.0697	-1893.592
grapevine	NY_germplasm	Vitis_labrusca	597228	2013	4	5	8	0.625	400.1597	318.1268	375.6231	283.0058	391.1026	254.6999	437.7257	253.5458	-860.8995	656.2814	-730.4162	490.5752	-1057.021	-791.896	-289.9592	-674.8696	415.2524	-1979.232
grapevine	NY_germplasm	Vitis_labrusca	483148	2016	3	6	8	0.75	403.2315	355.5141	390.5506	328.7641	415.3685	287.1626	465.1616	293.2771	-741.9647	530.7934	-666.4873	486.5336	-982.4944	-851.8826	-585.4087	-843.552	345.9654	-2034.36
grapevine	NY_germplasm	Vitis_labrusca	588182	2016	9	2	10	0.2	564.9631	428.8476	509.2754	394.455	532.2519	353.5885	616.9123	317.2561	-883.9668	490.695	-800.6005	409.4425	-896.2188	-886.501	-181.149	-622.8665	-17.08368	-1743.346
grapevine	NY_germplasm	Vitis_labrusca	588675	2015	8	2	9	0.222222222	365.0733	268.3769	347.6241	239.1568	371.819	206.6303	425.5757	206.6242	-703.9411	719.7672	-692.3844	628.8653	-912.6398	-905.3751	-516.9455	-826.4042	454.9282	-1793.113
grapevine	NY_germplasm	Vitis_labrusca	588658	2013	8	6	13	0.461538462	484.3158	412.8082	475.338	379.2645	496.0418	357.8645	553.4193	337.8713	-892.8703	306.1564	-832.62	259.0324	-760.2753	-739.5625	-591.6957	-841.7294	-190.7948	-1842.69
grapevine	NY_germplasm	Vitis_labrusca	594349	2013	11	2	12	0.166666667	451.1229	363.5152	409.2823	340.5636	440.6206	296.6057	500.3857	285.9782	-865.1667	657.604	-560.3587	408.4991	-1015.532	-960.8764	-382.6116	-751.3969	300.3773	-1671.21
grapevine	NY_germplasm	Vitis_labrusca	588128	2015	8	4	11	0.363636364	402.2809	285.4059	388.4678	269.3918	453.607	242.5099	506.3456	239.5319	-702.8818	695.5085	-627.4888	586.7269	-857.5833	-844.7158	-642.4675	-630.7331	540.3314	-1956.809
grapevine	NY_germplasm	Vitis_labrusca	597172	2013	8	2	9	0.222222222	425.8922	290.4609	392.1522	261.5901	489.7906	244.4384	557.2248	232.7629	-853.9013	562.8353	-832.3497	475.2168	-759.0664	-797.7576	-614.7612	-798.4126	244.134	-1956.017
grapevine	NY_germplasm	Vitis_labrusca	483157	2017	6	6	11	0.545454545	460.8851	416.2381	422.5092	387.3898	466.1481	371.4244	504.3178	361.569	-816.9493	525.6709	-646.1468	463.9529	-755.8585	-888.8767	-369.9486	-631.4846	62.95433	-2043.38
grapevine	NY_germplasm	Vitis_labrusca	588658	2013	6	8	13	0.615384615	443.4152	315.4637	430.6531	286.4884	455.5573	257.6867	498.6159	254.9081	-788.2317	573.4547	-782.3406	494.3976	-1011.509	-850.0402	-583.0748	-875.0406	409.0487	-1777.634
grapevine	NY_germplasm	Vitis_labrusca	588128	2013	4	8	11	0.727272727	388.0805	285.1353	362.5934	263.9182	376.9116	240.2392	420.4265	226.8419	-710.034	726.9685	-661.7098	568.709	-956.2619	-841.5304	-392.5744	-651.3143	563.2512	-1941.184
grapevine	NY_germplasm	Vitis_labrusca	594349	2015	4	8	11	0.727272727	366.5366	311.6617	351.8784	282.3669	373.4415	251.7258	416.4942	249.5688	-874.8909	716.7016	-491.8749	446.4048	-1002.274	-1031.306	-200.4671	-508.8414	292.1807	-1856.895
grapevine	NY_germplasm	Vitis_labrusca	483147	2013	3	6	8	0.75	447.084	391.2895	431.2867	341.2483	450.0785	291.8492	522.2619	282.0622	-746.2297	457.5076	-689.8437	397.6794	-903.2906	-859.7087	-668.6528	-836.7247	211.3824	-2030.097
grapevine	NY_germplasm	Vitis_labrusca	588173	2016	5	5	9	0.555555556	458.4247	388.3457	427.2613	340.1134	455.067	290.5522	507.101	276.7981	-968.2243	389.5929	-891.8769	284.0296	-750.9503	-755.59	-598.369	-796.5603	87.0689	-1852.832
grapevine	NY_germplasm	Vitis_labrusca	483160	2015	3	6	8	0.75	389.4859	357.9963	364.0317	316.7917	390.9775	265.8213	456.2392	259.7325	-736.5563	568.2749	-667.1627	505.8518	-863.8972	-954.1652	-513.2732	-818.4937	154.2637	-2114.667
grapevine	NY_germplasm	Vitis_labrusca	588173	2016	6	4	9	0.444444444	424.945	379.9045	399.2009	352.9362	421.3548	296.7693	465.8962	291.0717	-926.0566	552.2272	-908.7756	438.9783	-776.2211	-1065.192	-481.5168	-902.9608	29.53818	-1669.534
grapevine	NY_germplasm	Vitis_labrusca	483162	2015	5	6	10	0.6	416.1714	369.7961	411.3678	332.2622	438.3204	304.3596	482.5902	302.4443	-769.6953	502.2418	-796.2377	416.7771	-854.2485	-963.5687	-550.5244	-958.8813	48.75592	-1863.86
grapevine	NY_germplasm	Vitis_labrusca	483151	2013	8	6	13	0.461538462	413.476	249.7739	397.5664	230.1946	415.3175	197.2477	458.5627	202.4886	-719.2039	669.9445	-727.1305	592.5615	-883.1587	-873.2597	-442.1891	-692.7265	462.9668	-1991.573
grapevine	NY_germplasm	Vitis_labrusca	597172	2017	5	4	8	0.5	492.0641	370.029	438.5926	319.7563	481.456	288.8132	531.5263	281.3451	-968.2274	456.748	-836.0731	327.2571	-1050.52	-863.6208	-416.4614	-767.8147	188.3306	-1826.497
grapevine	NY_germplasm	Vitis_labrusca	588182	2016	7	4	10	0.4	512.2551	375.1719	464.6245	346.5594	507.077	317.3958	553.979	304.7862	-919.2925	515.2368	-835.4583	406.1655	-1007.173	-752.4684	-173.1296	-497.4435	146.5582	-1908.005
grapevine	NY_germplasm	Vitis_labrusca	483147	2015	12	3	14	0.214285714	493.6875	303.8509	470.096	279.9979	486.1405	235.0972	541.6198	225.5788	-884.0147	480.1935	-862.1087	420.0029	-828.2244	-902.2434	-580.4657	-868.4474	117.1901	-1771.873
grapevine	NY_germplasm	Vitis_labrusca	483160	2013	4	6	9	0.666666667	410.1321	310.2034	379.7486	271.0781	405.0457	228.5399	460.4265	225.7525	-737.2748	652.7398	-709.1357	558.1319	-1170.25	-791.0367	-331.7361	-645.3273	483.5437	-1884.004
grapevine	NY_germplasm	Vitis_labrusca	588585	2015	3	6	8	0.75	524.4195	432.5997	511.8811	403.6522	508.244	363.6811	572.6966	376.6412	-940.5512	377.6111	-801.5397	244.2114	-861.3397	-952.5852	-452.3198	-861.1495	-127.6265	-1742.134
grapevine	NY_germplasm	Vitis_labrusca	483153	2015	7	3	9	0.333333333	539.5671	339.8679	529.379	313.6724	579.6471	298.8598	620.4646	299.3498	-1004.536	408.2462	-941.9163	354.3804	-1075.548	-721.9317	-476.2903	-630.9473	50.64667	-1551.451
grapevine	NY_germplasm	Vitis_labrusca	483155	2015	7	3	9	0.333333333	491.3985	377.1331	478.8121	353.9058	494.6755	317.931	538.5875	313.9925	-856.707	359.9539	-825.691	288.8872	-813.0654	-899.9173	-619.7148	-915.9717	5.791353	-1740.923
grapevine	NY_germplasm	Vitis_labrusca	483155	2013	8	4	11	0.363636364	451.4911	434.302	433.2171	404.4807	449.4606	376.7382	488.1812	366.4821	-757.9171	273.2959	-697.2622	223.6119	-853.9684	-851.7217	-622.5866	-868.5019	-81.89106	-2018.88
grapevine	NY_germplasm	Vitis_labrusca	483159	2016	7	2	8	0.25	479.1324	310.0918	438.5088	286.872	454.8003	252.1017	501.4332	239.1913	-872.794	688.2425	-844.043	540.6525	-809.4818	-1088.707	-502.999	-865.3941	275.7173	-1630.141
grapevine	NY_germplasm	Vitis_labrusca	483153	2015	9	1	9	0.111111111	392.6341	383.0129	390.2764	350.7342	663.4796	380.6973	731.1226	353.2747	-800.2027	552.4238	-771.6673	415.7608	-916.9138	-735.3061	-350.104	-622.0685	-36.24185	-1998.166
grapevine	NY_germplasm	Vitis_labrusca	483148	2013	7	3	9	0.333333333	444.2309	402.0744	428.7592	374.8586	453.8869	342.6398	498.2544	338.4945	-804.7643	579.6758	-757.9189	471.6487	-776.8417	-752.4375	-258.5384	-630.5718	-5.118121	-1920.34
grapevine	NY_germplasm	Vitis_labrusca	483163	2015	7	3	9	0.333333333	429.2712	305.0038	417.6039	281.6117	444.1469	250.7887	487.8882	241.5126	-900.5187	606.2454	-754.6646	498.6982	-964.9205	-913.3179	-232.7011	-476.5175	187.8251	-1914.633
grapevine	NY_germplasm	Vitis_labrusca	588658	2013	10	4	13	0.307692308	489.6029	292.8231	470.0235	266.9358	554.939	245.3535	614.3031	253.0474	-913.8884	467.464	-871.0639	391.9743	-908.9541	-653.7024	-233.6748	-561.6976	69.28738	-1874.523
grapevine	NY_germplasm	Vitis_labrusca	588182	2013	6	5	10	0.5	394.1786	354.3886	383.7946	327.795	406.7351	293.6303	455.1954	297.1807	-690.4747	579.4522	-637.9886	507.0502	-991.4529	-890.0584	-505.2402	-884.9258	231.4767	-2045.873
grapevine	NY_germplasm	Vitis_labrusca	597172	2016	4	2	5	0.4	350.8668	314.6116	334.1225	277.2918	358.3095	258.7966	407.2954	247.2836	-928.7873	583.9021	-766.6598	428.0811	-1076.521	-789.1482	-101.6003	-409.5321	250.4427	-2079.842
grapevine	NY_germplasm	Vitis_labrusca	483133	2017	4	5	8	0.625	506.0677	415.6076	351.2839	355.3843	512.247	336.0661	556.615	325.5759	-835.6409	642.2624	-886.7506	373.2569	-653.104	-831.3301	-436.4685	-707.6502	16.70229	-2014.112
grapevine	NY_germplasm	Vitis_labrusca	588169	2013	6	7	12	0.583333333	440.3611	263.152	427.0885	246.7575	436.9912	214.687	481.905	199.2401	-814.5145	681.2571	-689.5157	492.7346	-1153.009	-990.6194	-195.6808	-457.6804	462.7339	-1763.163
