family	dataset	species_pop	acc_morpho	year_side	from_tip	from_base	count	norm_node_base	xA	yA	xB	yB	xC	yC	xD	yD	xE	yE	xF	yF	xG	yG	xH	yH	xI	yI
grapevine	NY_germplasm	Ampelopsis_brevipedunculata	588538	2016	4	4	7	0.571428571	443.83448	392.4839009	380.8662498	380.6256619	460.4535313	346.9923534	511.0110737	319.5614933	-851.0848319	521.3097147	-695.9337271	376.6258726	-1002.447546	-748.2672094	81.51075599	-152.6786123	92.33718284	-2029.6925
grapevine	NY_germplasm	Ampelopsis_brevipedunculata	588538	2013	6	7	12	0.583333333	410.1436928	431.0304739	396.5656371	408.2099495	422.8879184	366.6457412	480.6409081	359.8021143	-845.8711414	482.6723113	-232.217666	255.6693766	-1295.520173	-741.7941376	-43.24923299	-167.4993301	59.63878165	-2045.825542
grapevine	NY_germplasm	Ampelopsis_brevipedunculata	588538	2016	5	3	7	0.428571429	450.1862776	363.173061	389.6040708	320.5845048	440.6149538	282.8958624	510.0453825	261.927664	-701.7630345	628.3088341	-393.8477919	361.9884725	-1169.216604	-477.28109	51.53089213	-132.0652694	472.0309006	-1835.474112
grapevine	NY_germplasm	Vitis_acerifolia	588324	2013	8	6	13	0.461538462	454.1931283	456.1432271	445.2514095	426.1612931	461.7574688	384.5556373	520.2901299	408.5768593	-809.6733378	460.1253573	-602.9054804	384.7135554	-908.2790351	-1004.673877	-179.955842	-682.7093512	-248.5904502	-1589.776064
grapevine	NY_germplasm	Vitis_acerifolia	588442	2017	5	5	9	0.555555556	510.1298376	442.4559002	418.5462014	390.4717663	495.295179	364.3909804	572.0441566	338.3101946	-816.1945886	506.4521119	-706.763435	402.4463778	-879.2730929	-876.9802453	-487.2545238	-839.250678	140.5433222	-1969.12128
grapevine	NY_germplasm	Vitis_acerifolia	318684	2015	13	2	14	0.142857143	531.1883273	476.8847898	485.3768219	425.0426478	556.3516896	407.6404493	615.8138093	403.5594518	-921.805889	174.5447273	-812.7296229	177.7113025	-736.3140119	-1134.634719	-451.1330233	-825.1174351	-414.4409223	-1382.401344
grapevine	NY_germplasm	Vitis_acerifolia	1583	2017	2	4	5	0.8	465.165435	345.1033555	422.3835602	313.9873968	452.9016884	252.6563349	545.0497937	231.1179947	-598.0561956	699.6762808	-459.8278731	451.5102829	-1177.149988	-848.3732159	-276.9247977	-571.0074963	335.235366	-1885.886831
grapevine	NY_germplasm	Vitis_acerifolia	318684	2016	8	4	11	0.363636364	504.3819664	478.0560501	434.8411297	395.4520468	504.2497803	414.9445504	567.6888538	419.8003182	-880.1171708	491.7290842	-656.9788105	410.9654488	-798.7077873	-1016.481335	-342.5101364	-751.8442707	-136.6657727	-1829.379244
grapevine	NY_germplasm	Vitis_acerifolia	588325	2013	4	9	12	0.75	570.5167409	341.1168136	550.4742695	315.5085388	581.8177641	281.8866993	598.1590247	235.0730594	-923.5826137	426.822249	-714.8141089	357.7047487	-1145.325912	-923.4400565	-516.3737539	-785.9500662	416.5741167	-1430.80992
grapevine	NY_germplasm	Vitis_acerifolia	588448	2017	1	9	9	1	501.634664	487.2862701	446.9225107	391.4942266	482.6666804	329.6084234	537.0237901	289.4786436	-778.4328257	198.193517	-603.4455988	216.7320957	-775.2349118	-971.8998716	-356.0381975	-568.8436146	-354.3086638	-2219.840533
grapevine	NY_germplasm	Vitis_acerifolia	588442	2013	12	3	14	0.214285714	578.392506	431.7594714	544.1524605	400.4404482	593.9983803	364.7552166	653.8380038	344.737159	-914.6824029	330.0331357	-753.6335249	323.6835825	-868.8379141	-776.0221251	-519.5333524	-669.5028032	20.26881115	-1899.612663
grapevine	NY_germplasm	Vitis_acerifolia	588378	2017	4	4	7	0.571428571	560.861124	388.4355055	466.354511	358.4969363	555.856588	319.9674729	612.1951009	287.5061788	-798.8381803	676.1008167	-738.961042	487.0875908	-855.4835478	-1040.604533	-452.4753301	-811.7323128	206.3913985	-1647.025961
grapevine	NY_germplasm	Vitis_acerifolia	588459	2013	5	10	14	0.714285714	458.0109731	385.5643724	444.3057517	350.8553478	482.5664035	328.0532742	539.5528106	323.4767384	-786.0118571	547.1014198	-564.7310487	437.5123375	-994.2645179	-924.1153463	-497.9582798	-756.5785049	239.9824971	-1946.003596
grapevine	NY_germplasm	Vitis_acerifolia	318684	2015	7	8	14	0.571428571	445.575576	394.8575807	437.0561346	382.3139733	448.2268587	346.265528	486.164043	343.4074709	-657.5241766	733.2480359	-521.5755265	592.1369029	-872.3048423	-1047.118116	-478.5317075	-865.9614625	250.9391661	-1880.557922
grapevine	NY_germplasm	Vitis_acerifolia	588141	2015	14	1	14	0.071428571	463.4128286	444.4596068	467.9780832	401.6418467	541.9732252	365.8106857	627.2492668	340.2661933	-785.7950975	555.66664	-729.0818634	451.0425043	-820.1970242	-904.3364971	-408.3049407	-868.5334172	26.90026123	-1557.37213
grapevine	NY_germplasm	Vitis_acerifolia	588144	2016	2	9	10	0.9	512.2307173	517.1480572	419.0118837	401.7044421	522.6401966	417.9608665	620.2426417	409.2894959	-874.9521802	245.8498073	-634.377553	203.2661564	-747.584628	-1023.71045	-363.6416337	-673.6094435	-584.8159024	-1785.38526
grapevine	NY_germplasm	Vitis_acerifolia	588393	2017	1	7	7	1	456.6446814	509.6428263	377.7914605	417.749422	464.7341505	367.0319815	581.9862751	331.6501056	-690.5213299	440.8214754	-577.1330925	438.767805	-780.9766695	-949.4216758	-500.3422564	-748.0056641	-105.6066737	-2098.886554
grapevine	NY_germplasm	Vitis_acerifolia	588459	2015	12	1	12	0.083333333	541.4314236	435.7489883	483.6231945	397.6241887	507.4978816	351.8520464	575.817673	347.2126495	-988.9103618	480.4725	-718.3937584	389.3610537	-865.3561795	-1107.397408	-428.2123383	-678.5178547	110.8284677	-1603.483916
grapevine	NY_germplasm	Vitis_acerifolia	588325	2015	2	8	9	0.888888889	520.6332854	489.8480054	528.5917825	449.5247593	563.1129877	423.0154374	613.1246141	412.076616	-918.2279891	187.0715264	-652.3077104	165.0258938	-743.3610891	-960.966247	-434.4748534	-660.9835755	-475.9245268	-1847.482902
grapevine	NY_germplasm	Vitis_acerifolia	588393	2015	5	7	11	0.636363636	458.4736945	377.4643377	448.3117272	348.6566802	491.4305556	330.1978285	537.2919403	317.0305896	-825.1716678	576.177629	-747.7309485	313.261212	-870.1445347	-1027.012553	-506.5416837	-789.0685022	183.1395554	-1808.563107
grapevine	NY_germplasm	Vitis_acerifolia	588459	2017	1	11	11	1	405.9987581	464.9827298	296.3966501	362.1367317	423.9145447	306.4106126	504.1450893	273.2289479	-642.6130273	214.2527702	-534.8610495	164.9089773	-605.594523	-1158.233887	-391.1998148	-674.5168642	-606.5028767	-2107.403834
grapevine	NY_germplasm	Vitis_acerifolia	588442	2013	11	4	14	0.285714286	542.6151927	369.3848875	500.3802529	347.0245959	558.9228406	320.8875263	606.046828	300.5488007	-979.663353	537.8324842	-815.141096	469.6093892	-715.5207365	-994.0572924	-459.8260602	-707.3711849	26.09238275	-1850.609293
grapevine	NY_germplasm	Vitis_acerifolia	588378	2013	12	6	17	0.352941176	548.6332163	394.4504528	511.9257641	370.942869	581.2107303	325.7880958	618.9796722	287.1451089	-925.9958321	436.4967099	-715.4139272	325.2414397	-812.048628	-1045.338158	-385.3028226	-634.0171681	68.49424703	-1603.9175
grapevine	NY_germplasm	Vitis_acerifolia	1583	2013	17	1	17	0.058823529	489.4045348	522.0197309	480.3481909	442.9965256	652.232178	428.6048005	842.0941703	380.8910331	-811.6563252	514.3533545	-755.8586019	373.8392196	-768.1355121	-781.4466941	-522.5637008	-897.755545	-52.59882766	-1378.944553
grapevine	NY_germplasm	Vitis_acerifolia	588325	2013	10	3	12	0.25	639.1916204	391.005715	604.5138839	351.3983379	616.7399794	302.6594884	657.7312394	267.308334	-971.7705838	355.0778143	-724.3148632	258.6243015	-881.6180006	-879.4784136	-374.1971931	-678.5350866	-34.19156664	-1379.710769
grapevine	NY_germplasm	Vitis_acerifolia	588325	2017	1	9	9	1	527.11983	479.0239173	476.7257984	435.079757	526.8911238	389.9100389	590.7613234	359.5090615	-747.1236268	350.9447802	-597.9304989	307.3434029	-968.097203	-887.0011419	-427.8341121	-580.2073031	101.4811525	-2165.915888
grapevine	NY_germplasm	Vitis_acerifolia	588393	2013	6	6	11	0.545454545	512.8145519	406.550938	490.4770885	376.3332744	548.3034205	351.7619434	601.6232319	336.1261046	-780.9660674	499.7790208	-687.3311345	398.9614523	-908.0595214	-948.5617986	-430.2406579	-768.0877248	58.27698197	-1908.086017
grapevine	NY_germplasm	Vitis_acerifolia	588448	2017	3	7	9	0.777777778	471.4048971	420.7464944	397.4744173	361.8374184	444.905227	336.181402	516.1357029	313.9858218	-876.2308529	315.3246445	-676.9715193	292.7925387	-891.1575961	-1058.728074	-372.3777169	-716.4132793	-208.4701779	-1967.921409
grapevine	NY_germplasm	Vitis_acerifolia	588646	2013	12	2	13	0.153846154	609.4611263	452.6047607	589.4152031	423.2957646	608.0224269	389.489811	654.884981	363.0306363	-927.6142091	330.1747091	-594.3664626	282.3598166	-889.1850418	-901.7973097	-436.4593075	-686.031284	-77.33602815	-1574.075271
grapevine	NY_germplasm	Vitis_acerifolia	588646	2017	6	5	10	0.5	549.0493386	395.1270986	520.2477527	363.0022409	577.0108024	341.715835	623.0560614	326.1370998	-882.9477009	547.8154866	-637.0220093	436.1101045	-979.2277192	-619.8137859	-407.5830035	-739.8897761	204.2831454	-1450.940203
grapevine	NY_germplasm	Vitis_acerifolia	588378	2013	16	2	17	0.117647059	476.9417186	411.1515417	424.0681554	354.2503933	514.3826327	336.1561946	661.1698027	297.1096502	-770.1821417	645.5457632	-723.9764764	464.2714747	-765.3324422	-790.0269664	-413.7643067	-804.7413498	138.7899797	-1607.34039
grapevine	NY_germplasm	Vitis_acerifolia	588459	2013	6	9	14	0.642857143	482.2611758	406.9201918	467.4272217	375.1058707	480.4081463	352.2301904	526.5753135	343.5748099	-849.2993278	512.7568637	-647.7721253	432.8729952	-863.6110885	-966.3621833	-521.580769	-803.1140743	106.0534842	-1885.801163
grapevine	NY_germplasm	Vitis_acerifolia	588324	2016	11	1	11	0.090909091	526.7209053	490.4562757	482.1736931	470.592053	585.4815888	437.999635	677.6716898	407.6692133	-819.2962147	415.7013304	-870.1656955	165.6759635	-668.08388	-760.7145053	-488.1952769	-836.3704209	38.10485646	-1320.993957
grapevine	NY_germplasm	Vitis_acerifolia	588448	2013	14	1	14	0.071428571	540.5596318	350.7885871	482.4754245	300.8647489	527.0362847	241.1436856	616.9686763	186.439411	-976.688836	491.3387496	-800.4928654	360.2969412	-771.8078366	-826.9608746	-230.3584744	-544.8915361	173.0355311	-1465.663049
grapevine	NY_germplasm	Vitis_acerifolia	588448	2017	5	5	9	0.555555556	448.0309157	378.8536528	399.3225918	339.1313747	446.0221012	303.2409781	497.769538	278.7149327	-958.917167	425.7821724	-790.6718498	371.0741313	-628.1392758	-1048.943607	-414.0657262	-851.3628488	-114.6838726	-1887.001123
grapevine	NY_germplasm	Vitis_acerifolia	588144	2013	12	1	12	0.083333333	572.7830372	381.3678214	553.6735966	332.5279967	615.5530818	270.7720732	691.5834896	233.2005063	-1070.703599	419.0060372	-858.8866542	312.6636275	-841.509523	-806.3908892	-392.9363732	-667.4679521	54.24955283	-1419.68379
grapevine	NY_germplasm	Vitis_acerifolia	588459	2015	3	10	12	0.833333333	443.0290691	452.9247979	429.3571234	419.5095113	468.0361415	384.7894395	541.5810166	363.5122282	-856.0918271	315.3720346	-582.0303551	350.548577	-903.263167	-987.102084	-413.9951927	-616.199175	-10.33251816	-2131.10429
grapevine	NY_germplasm	Vitis_acerifolia	318684	2013	2	10	11	0.909090909	417.9674064	496.5412261	424.1746902	449.7104243	466.6269222	402.3606838	547.1119909	382.8825287	-788.4815587	276.5331868	-567.4794614	302.947652	-799.0497931	-1073.864311	-555.424983	-694.9949063	-213.0246349	-2031.773531
grapevine	NY_germplasm	Vitis_acerifolia	588144	2015	5	8	12	0.666666667	530.7159029	434.677132	525.4984493	394.5492442	575.9455542	376.6194059	630.3661996	363.3212984	-948.7153126	294.8026145	-734.5179655	233.1156902	-812.320464	-905.0311191	-371.3258261	-800.7554337	-322.8605736	-1645.895857
grapevine	NY_germplasm	Vitis_acerifolia	588448	2013	9	6	14	0.428571429	434.0942041	450.572421	421.763676	403.4251868	445.3338044	370.3041913	497.2867113	375.7960575	-846.0986358	365.3515766	-687.4278901	286.3707182	-751.1368534	-1018.156165	-441.6803596	-874.4744474	-229.5794319	-1894.458761
grapevine	NY_germplasm	Vitis_acerifolia	588378	2016	12	1	12	0.083333333	595.0274593	497.4214179	545.5158103	448.8387036	736.7346262	454.9593073	827.1943933	409.3782484	-933.223669	263.7630057	-799.9654293	167.2800725	-884.3384373	-742.997808	-446.371857	-656.2587257	-151.7668818	-1310.439999
grapevine	NY_germplasm	Vitis_acerifolia	588448	2013	7	8	14	0.571428571	472.2215249	373.0793648	436.0035135	343.8032147	453.2069932	297.8264865	508.3334946	301.2920686	-956.9292869	445.4508846	-773.7327098	372.7898212	-774.1280458	-1042.995652	-423.6390242	-863.5987628	-147.0874421	-1700.331967
grapevine	NY_germplasm	Vitis_acerifolia	588459	2013	8	7	14	0.5	526.4387133	398.8853662	517.3410299	373.8388745	530.4888544	343.2709708	583.3557613	325.3474591	-852.6033656	428.6172867	-659.2744819	370.5486878	-989.1143658	-864.6200873	-638.7265783	-739.2623364	331.726474	-1768.581558
grapevine	NY_germplasm	Vitis_acerifolia	588324	2015	9	2	10	0.2	516.5465981	482.8727392	516.5532924	453.2372352	616.7786299	435.3338478	656.3286414	423.5457125	-954.2093928	335.6241216	-645.2442626	230.4074483	-695.1243445	-814.0283366	-141.4401268	-500.7732315	-230.6691123	-1717.214288
grapevine	NY_germplasm	Vitis_acerifolia	588448	2013	13	2	14	0.142857143	550.5835248	530.0074654	522.7693531	466.3391468	573.0314176	409.6115257	649.8548878	402.3505643	-838.5610252	314.6703882	-573.7631031	206.4722842	-753.0309432	-960.1632833	-206.4331683	-650.3623401	-523.0030385	-1471.363639
grapevine	NY_germplasm	Vitis_acerifolia	588378	2016	9	4	12	0.333333333	651.8995879	432.5549725	599.3693688	412.4053648	632.1134856	385.5863906	666.1058548	361.0474416	-950.5385259	286.4732508	-763.001034	190.4708652	-771.5623264	-811.9122797	-447.8322	-695.6948775	-58.87580988	-1568.902606
grapevine	NY_germplasm	Vitis_acerifolia	588325	2015	6	4	9	0.444444444	505.6550484	511.8072	504.6489102	473.7747	531.7702663	442.3962	566.7768999	431.5887	-819.8255873	356.6167	-603.0329206	259.0129	-861.5916	-1059.127	-241.1333	-774.4659	-344.263	-1652.492
grapevine	NY_germplasm	Vitis_acerifolia	588393	2017	3	5	7	0.714285714	445.5729	386.8942	335.1535	339.0091	464.1712	297.2849	534.5108	226.737	-743.6306	590.619	-657.6979	463.4486	-814.2582	-910.5872	-498.3383	-813.3287	135.5033	-2018.837
grapevine	NY_germplasm	Vitis_acerifolia	588442	2015	9	5	13	0.384615385	514.6069	419.415	500.2409	393.5056	527.8476	375.0701	564.1476	356.7721	-860.1688	462.8323	-694.0218	396.5557	-773.5613	-980.6762	-381.3829	-616.7974	65.47569	-1898.971
grapevine	NY_germplasm	Vitis_acerifolia	588459	2017	3	9	11	0.818181818	448.8139	440.436	391.684	396.2199	453.1684	370.375	504.2232	350.2871	-768.2149	420.7535	-639.1572	309.8125	-998.2622	-946.4511	-422.4885	-691.7113	70.89765	-2127.254
grapevine	NY_germplasm	Vitis_acerifolia	318684	2013	10	2	11	0.181818182	494.973	547.8808	469.1313	512.7018	534.2398	478.0663	607.8371	462.9487	-833.0346	101.5243	-617.1691	99.44561	-778.057	-572.6854	-291.9398	-597.3232	-303.8346	-1879.055
grapevine	NY_germplasm	Vitis_acerifolia	588144	2015	4	9	12	0.75	541.4869	407.9306	530.503	371.9369	575.2918	338.9182	611.1229	320.0626	-882.8449	315.7559	-636.9673	310.9443	-1048.033	-836.8784	-480.304	-676.6135	140.8415	-1821.071
grapevine	NY_germplasm	Vitis_acerifolia	318684	2017	6	5	10	0.5	527.5605	503.7939	464.2907	461.4784	517.0547	430.9983	576.2265	405.3098	-790.8668	339.6586	-638.1171	289.0324	-968.6001	-852.2605	-450.7779	-749.7874	12.33161	-1977.03
grapevine	NY_germplasm	Vitis_acerifolia	318684	2016	6	6	11	0.545454545	511.2991	403.8765	384.8392	363.679	508.7991	360.8545	569.5412	343.4234	-879.0381	473.2119	-667.2069	335.5508	-909.1067	-916.8334	-477.3788	-799.5119	-27.65116	-1966.727
grapevine	NY_germplasm	Vitis_acerifolia	1583	2017	5	1	5	0.2	572.288	351.9717	334.1391	270.6662	583.7359	236.0568	680.081	239.6754	-746.1523	587.6389	-710.6182	472.6287	-915.9	-445.9765	-211.0716	-474.8385	281.5706	-1767.343
grapevine	NY_germplasm	Vitis_acerifolia	588325	2013	9	4	12	0.333333333	586.9801	370.3976	548.8603	347.6448	578.6036	314.1698	617.1882	283.7302	-981.6511	374.7609	-755.1912	286.1349	-1011.39	-860.8363	-361.8082	-654.9143	77.3782	-1565.908
grapevine	NY_germplasm	Vitis_acerifolia	588324	2015	5	6	10	0.6	519.9447	436.4107	512.7747	404.7958	560.21	388.6779	612.8611	373.4424	-941.1001	388.6431	-685.3137	314.3313	-794.3067	-945.9639	-325.9479	-689.3866	-184.4662	-1826.982
grapevine	NY_germplasm	Vitis_acerifolia	588141	2015	11	4	14	0.285714286	619.0472	385.0694	599.4794	352.5369	686.05	334.9177	737.3453	314.4113	-1030.984	308.677	-773.0958	212.7792	-818.6261	-874.2454	-225.3955	-469.6438	-82.49596	-1283.62
grapevine	NY_germplasm	Vitis_acerifolia	318684	2015	5	10	14	0.714285714	522.7898	422.4767	500.8463	396.1442	512.4262	363.4065	559.489	346.8883	-885.7679	394.276	-618.9685	359.9705	-960.8908	-1021.866	-452.6433	-770.0442	-3.558529	-1814.444
grapevine	NY_germplasm	Vitis_acerifolia	588459	2015	11	2	12	0.166666667	529.2685	428.6477	503.7703	401.8093	529.1396	361.8534	575.5827	348.5418	-913.2039	426.4818	-681.1274	333.1903	-923.4312	-1028.022	-341.534	-644.6709	-71.12325	-1696.647
grapevine	NY_germplasm	Vitis_acerifolia	318684	2017	10	1	10	0.1	461.5192	606.4789	383.7732	473.2227	480.2842	379.7533	623.0088	340.8373	-749.7976	480.8595	-695.9963	341.5814	-716.3148	-945.2248	-488.8942	-934.857	40.54096	-1406.779
grapevine	NY_germplasm	Vitis_acerifolia	588141	2013	11	1	11	0.090909091	493.6119	482.5799	445.6132	433.0256	450.9248	358.3947	555.9441	342.3855	-717.9734	570.2233	-635.6662	474.7746	-720.7551	-881.348	-337.866	-816.1568	37.13601	-1452.898
grapevine	NY_germplasm	Vitis_acerifolia	318684	2013	8	4	11	0.363636364	572.625	381.1688	547.0682	353.5598	574.8122	323.0969	618.2376	307.9913	-1056.383	407.438	-781.895	367.0713	-1005.171	-954.1128	-349.6984	-694.1216	183.1991	-1018.431
grapevine	NY_germplasm	Vitis_acerifolia	318684	2015	14	1	14	0.071428571	623.6459	366.7328	542.0196	339.0186	603.6197	286.9303	652.3902	253.1902	-1108.271	422.9938	-874.2125	322.3559	-859.7255	-902.6344	-428.5706	-668.7686	99.84765	-1366.69
grapevine	NY_germplasm	Vitis_acerifolia	588459	2015	4	9	12	0.75	518.5275	431.0437	472.6271	392.1582	518.5598	371.4152	564.2456	344.8739	-918.8142	415.3411	-610.451	373.5924	-850.6195	-936.4967	-495.3088	-714.4392	34.70013	-1967.481
