family	dataset	species_pop	acc_morpho	year_side	from_tip	from_base	count	xA	yA	xB	yB	xC	yC	xD	yD	xE	yE	xF	yF	xG	yG	xH	yH	xI	yI
grapevine	NY_germplasm	Vitis_labrusca	588182	2016	5	6	10	410.5852	461.5149	393.3488	429.7749	416.4721	384.4121	461.5982	381.9624	-872.4996	423.1204	-709.9362	255.8384	-662.9647	-817.7751	-492.1912	-816.4493	-133.9932	-2020.914
grapevine	NY_germplasm	Vitis_labrusca	594349	2015	6	6	11	295.2143	268.9871	273.1879	242.2978	301.3024	220.3144	338.1961	214.8175	-757.4779	896.5819	-428.7239	491.3049	-1105.212	-876.8343	-92.8866	-384.4758	646.1343	-1632.289
grapevine	NY_germplasm	Vitis_labrusca	588647	2016	9	3	11	455.9898	289.7843	417.4597	267.4814	457.5024	230.5053	513.6318	225.9586	-880.4433	631.177	-883.7172	500.5005	-749.5063	-911.5144	-541.0916	-865.917	201.7986	-1639.959
grapevine	NY_germplasm	Vitis_labrusca	588169	2017	7	3	9	413.6	378.5073	390.0525	327.7309	424.7196	287.5739	481.0209	278.705	-809.9737	611.0008	-650.113	414.1373	-785.2525	-1083.322	-399.8224	-838.0259	-3.67159	-1930.518
grapevine	NY_germplasm	Vitis_labrusca	483148	2017	6	2	7	556.7842	365.6213	438.9219	334.4344	531.0303	290.6921	606.9949	272.6383	-890.8827	346.0105	-855.3381	299.4218	-558.8253	-837.94	-505.5084	-907.823	-162.8356	-1779.632
grapevine	NY_germplasm	Vitis_labrusca	588584	2017	1	8	8	441.3235	467.4742	386.1665	381.5209	431.4879	303.8114	543.4174	264.9481	-630.2131	506.8754	-549.3713	381.5041	-852.5913	-1054.463	-538.5954	-776.068	-17.73908	-2135.69
grapevine	NY_germplasm	Vitis_labrusca	588585	2017	1	8	8	418.8187	513.3135	348.9519	405.8394	445.5178	324.0415	563.8961	266.1067	-814.8547	288.12	-596.4249	235.3664	-893.9073	-646.2868	-528.8649	-771.1834	-105.065	-2155.425
grapevine	NY_germplasm	Vitis_labrusca	483151	2015	3	5	7	306.5779	468.5265	312.3493	413.7113	349.4385	365.9452	427.9021	364.1452	-836.0992	462.5866	-504.333	270.1415	-1074.367	-1062.272	-77.10545	-498.5409	32.12213	-2138.471
grapevine	NY_germplasm	Vitis_labrusca	483163	2016	2	5	6	435.7834	375.8583	391.4201	322.3147	409.3865	290.8134	476.6072	275.8616	-855.2073	484.345	-721.8272	386.5476	-914.7734	-906.1993	-553.6955	-695.3514	181.2633	-2078.717
grapevine	NY_germplasm	Vitis_labrusca	588165	2013	3	6	8	450.7556	402.4399	433.1379	354.8498	476.6738	310.4503	544.6865	306.1599	-770.9423	404.1675	-739.0741	341.7842	-936.6151	-998.7928	-504.9082	-850.2453	-101.6997	-1971.804
grapevine	NY_germplasm	Vitis_labrusca	483147	2016	4	7	10	492.0093	395.8719	454.7136	357.9604	473.164	321.3357	515.3783	309.1064	-870.3025	375.2274	-782.2898	275.23	-1018.476	-870.5471	-577.0851	-793.619	160.5546	-1777.677
grapevine	NY_germplasm	Vitis_labrusca	588169	2016	8	3	10	482.6019	359.3627	453.1926	340.5848	463.77	298.5468	512.9187	284.0938	-1062.116	482.6987	-717.9219	406.7601	-975.0083	-987.5311	-377.5123	-700.6553	132.4691	-1693.885
grapevine	NY_germplasm	Vitis_labrusca	588173	2013	5	6	10	448.6738	380.4583	440.2367	341.8223	466.4654	308.3375	519.4903	286.3493	-853.2318	474.7994	-837.8242	434.1362	-848.9954	-880.1495	-200.0229	-537.8552	48.89928	-1967.922
grapevine	NY_germplasm	Vitis_labrusca	483151	2016	4	7	10	455.3403	368.6309	417.7653	340.3747	445.0656	315.0221	509.481	309.9326	-780.9803	441.5728	-731.8991	294.9523	-880.7859	-927.5959	-525.609	-733.4467	19.58718	-2081.108
grapevine	NY_germplasm	Vitis_labrusca	483163	2015	5	5	9	426.8954	309.7492	411.7879	285.1065	429.1597	253.8921	468.1237	248.7285	-854.9736	545.8026	-771.8302	432.2746	-921.7614	-906.1122	-456.3779	-744.7567	169.5029	-2008.722
grapevine	NY_germplasm	Vitis_labrusca	588182	2013	5	6	10	425.582	351.3054	414.2638	327.8603	435.9803	290.2034	471.9072	285.5799	-805.9841	669.1674	-818.3714	379.4128	-944.9353	-855.6054	-521.2309	-804.3006	355.2096	-1859.617
grapevine	NY_germplasm	Vitis_labrusca	483159	2016	2	7	8	451.5123	457.1778	396.3635	399.1541	426.5475	331.2165	511.8808	321.3012	-664.6733	405.7129	-661.4671	155.098	-1000.387	-916.5359	-499.2195	-798.2274	-81.56351	-2096.295
grapevine	NY_germplasm	Vitis_labrusca	483160	2016	3	7	9	375.3161	324.8219	353.8533	292.5684	377.4664	246.6559	432.5481	241.652	-724.5926	599.3152	-629.7038	501.3505	-1009.283	-933.9057	-431.1023	-624.656	258.2324	-2223.275
grapevine	NY_germplasm	Vitis_labrusca	483162	2016	3	7	9	422.4741	306.3371	380.1901	280.9811	403.6219	247.8892	458.9061	236.8184	-659.3582	565.5552	-657.04	405.9908	-934.0293	-745.8658	-694.426	-746.3647	449.8005	-2141.845
grapevine	NY_germplasm	Vitis_labrusca	588194	2016	7	3	9	445.224	293.3579	418.1176	275.6656	421.6452	239.7577	473.2457	222.4714	-842.2929	641.7388	-739.7305	530.9941	-995.104	-947.7065	-293.1912	-526.839	319.1124	-1840.17
grapevine	NY_germplasm	Vitis_labrusca	483150	2015	10	2	11	397.6661	294.4862	386.1934	269.5133	411.2365	245.0856	451.5349	240.2171	-856.3069	598.8292	-857.8374	540.1956	-945.5915	-960.0194	-607.8397	-902.1539	420.8814	-1580.98
grapevine	NY_germplasm	Vitis_labrusca	588584	2015	6	7	12	426.5202	282.6939	410.3118	254.837	421.81	222.6238	457.5349	210.8712	-857.1636	577.4465	-795.9731	474.0032	-1205.599	-946.7156	-315.2253	-587.9664	594.76	-1498.459
grapevine	NY_germplasm	Vitis_labrusca	588675	2013	10	3	12	417.9398	296.3748	405.9795	261.3554	432.811	229.5311	482.8681	222.2611	-794.6369	628.0919	-717.4803	522.0605	-960.8339	-866.4837	-616.5091	-707.3444	563.2615	-1810.544
grapevine	NY_germplasm	Vitis_labrusca	588182	2015	8	3	10	422.9335	329.0188	408.1189	302.1287	441.0871	264.4166	499.2371	246.6381	-744.5272	599.5919	-707.2523	481.8298	-1010.545	-772.8898	-174.9777	-441.8377	267.0765	-1969.318
grapevine	NY_germplasm	Vitis_labrusca	483148	2013	8	2	9	568.3468	435.8098	534.779	387.0299	573.3987	344.9273	641.1094	346.7776	-826.0874	520.5051	-782.5986	404.7494	-976.1905	-837.9593	-277.5452	-537.7407	136.6032	-1589.866
grapevine	NY_germplasm	Vitis_labrusca	483148	2013	3	7	9	418.3844	460.147	403.5948	398.112	445.275	336.9165	525.6219	332.3767	-793.6962	416.0571	-704.0139	367.464	-1025.666	-917.1819	-272.5732	-655.8588	-36.80989	-2003.972
grapevine	NY_germplasm	Vitis_labrusca	483145	2017	4	4	7	470.256	396.4217	419.1521	365.7535	442.1533	327.4255	508.0028	320.1582	-899.5936	358.1064	-819.7835	296.3921	-776.4394	-880.628	-586.558	-889.6538	-80.6472	-1909.384
grapevine	NY_germplasm	Vitis_labrusca	588583	2013	4	7	10	473.3019	380.2413	460.9285	342.766	479.3576	309.0958	526.1808	297.9274	-829.875	376.458	-780.5838	325.7947	-929.8729	-926.167	-585.9491	-869.801	-82.80211	-1874.742
grapevine	NY_germplasm	Vitis_labrusca	597203	2015	9	3	11	395.6352	237.0302	383.3622	205.8697	421.7758	174.2833	470.8931	161.4879	-768.6961	762.6791	-741.7477	651.677	-1076.443	-894.2017	-162.5214	-474.5022	493.2135	-1691.494
grapevine	NY_germplasm	Vitis_labrusca	588173	2013	8	3	10	444.0178	326.7842	427.5369	279.1857	453.9939	239.2126	514.961	228.2024	-930.8058	549.0685	-910.8762	458.3007	-775.6511	-826.7624	-532.6116	-802.5894	245.4818	-1743.789
grapevine	NY_germplasm	Vitis_labrusca	588584	2017	7	2	8	561.1277	379.234	512.1625	352.8932	563.594	318.1758	602.3762	296.2818	-899.2064	369.2719	-887.9027	241.6647	-550.6929	-865.4732	-469.3269	-775.0282	-115.712	-1732.318
grapevine	NY_germplasm	Vitis_labrusca	594349	2017	4	7	10	351.3912	396.0041	341.0312	344.3384	378.9	310.3918	441.4294	306.4007	-795.0285	554.6995	-689.856	368.4128	-1090.537	-685.7982	-238.4454	-610.7129	77.49689	-2050.613
grapevine	NY_germplasm	Vitis_labrusca	483151	2017	6	4	9	475.7974	313.7292	440.6363	285.3617	464.6801	241.521	528.4781	225.0343	-951.3122	517.8619	-899.4527	294.4758	-768.8285	-750.7085	-503.4364	-814.0895	137.6617	-1706.992
grapevine	NY_germplasm	Vitis_labrusca	483153	2017	6	4	9	450.1089	201.9689	413.4364	189.3853	437.7508	141.4981	476.6219	118.5753	-816.1973	706.8194	-671.0752	577.9398	-1174.742	-778.349	-491.1288	-650.9846	817.2956	-1217.32
grapevine	NY_germplasm	Vitis_labrusca	588583	2016	6	2	7	496.1391	361.055	453.4601	324.9926	485.6392	305.1744	544.8628	292.3023	-954.7592	523.0621	-872.3654	384.1755	-761.3535	-864.7181	-283.8783	-560.1652	50.05523	-1902.905
grapevine	NY_germplasm	Vitis_labrusca	483157	2017	8	4	11	550.4908	483.0995	524.5178	459.4189	547.1204	426.1056	595.6961	416.4729	-806.028	219.8905	-684.2724	232.0052	-893.4366	-937.0451	-458.464	-783.462	-73.27519	-1734.851
grapevine	NY_germplasm	Vitis_labrusca	588169	2017	5	5	9	433.472	401.3445	409.5263	378.4677	435.8404	347.2364	487.6955	329.8364	-746.2333	395.8425	-697.618	315.4534	-899.278	-941.2045	-507.0027	-806.0152	34.773	-2014.779
grapevine	NY_germplasm	Vitis_labrusca	588584	2016	9	2	10	536.7669	348.7981	494.0579	310.0305	530.3957	257.5127	593.3704	241.0806	-900.3843	525.9327	-879.5066	391.6684	-729.7634	-853.067	-601.2583	-889.0628	117.4346	-1565.136
grapevine	NY_germplasm	Vitis_labrusca	483150	2016	6	4	9	437.3939	296.6512	406.1088	256.0785	426.5125	233.8759	475.0042	243.0658	-959.5231	560.7796	-918.6963	425.7848	-846.4686	-856.5479	-536.2387	-769.6933	307.36	-1689.317
grapevine	NY_germplasm	Vitis_labrusca	588647	2013	5	8	12	440.3902	367.5376	429.4499	331.7398	446.828	305.4392	502.5654	304.8515	-786.6153	503.1159	-726.7446	442.3373	-824.1864	-812.9845	-612.9164	-823.9329	140.264	-2029.253
grapevine	NY_germplasm	Vitis_labrusca	483163	2017	6	4	9	463.725	296.2127	394.5736	277.7279	452.9866	237.7472	498.1649	229.691	-867.0814	511.2705	-851.2264	458.0742	-651.6293	-903.3827	-438.596	-701.7265	372.5089	-2020.416
grapevine	NY_germplasm	Vitis_labrusca	483133	2015	6	4	9	513.4713	354.8254	502.8468	342.6463	514.2407	319.3494	556.7607	293.7568	-867.1189	409.52	-843.6849	341.0949	-890.2946	-994.8138	-437.1848	-630.5981	36.39775	-1928.813
grapevine	NY_germplasm	Vitis_labrusca	483155	2017	7	1	7	574.7806	379.5082	450.9683	352.3197	566.6326	269.9022	648.781	231.7451	-818.6997	493.3336	-834.8164	376.6693	-794.529	-850.4402	-579.048	-978.1179	-42.6146	-1583.735
grapevine	NY_germplasm	Vitis_labrusca	588583	2015	8	2	9	553.2301	305.9194	519.3202	275.3093	539.7056	239.3677	576.6296	213.6647	-1031.242	557.8209	-1031.916	409.1764	-751.8282	-924.1126	-451.5738	-786.1865	154.6449	-1619.686
grapevine	NY_germplasm	Vitis_labrusca	594349	2017	6	5	10	336.4878	266.4817	323.1926	235.7586	353.7736	203.232	408.5238	204.8002	-707.3394	821.0843	-622.6202	540.3548	-1093.644	-738.3314	-178.1397	-439.3463	493.8982	-1856.664
grapevine	NY_germplasm	Vitis_labrusca	483147	2015	11	4	14	485.6047	360.4731	462.7696	330.8972	477.0475	297.2428	515.6536	286.3444	-894.089	465.3898	-830.8323	400.7028	-822.6523	-857.2674	-582.4705	-942.5112	97.74974	-1610.325
grapevine	NY_germplasm	Vitis_labrusca	483148	2015	6	4	9	460.4543	346.9665	442.4339	319.6292	454.7734	288.2803	502.9833	277.027	-859.8872	448.4966	-813.5974	369.843	-890.4362	-961.8993	-593.2029	-857.576	204.201	-1834.878
grapevine	NY_germplasm	Vitis_labrusca	483160	2017	7	1	7	455.3381	392.2506	388.9892	349.279	450.3911	252.7626	559.6146	241.5105	-740.2523	540.3227	-727.5935	473.7313	-741.4642	-823.856	-619.582	-901.6995	188.7793	-1907.749
grapevine	NY_germplasm	Vitis_labrusca	483161	2017	7	1	7	409.5746	257.6959	333.1902	224.737	358.1618	138.8658	442.0435	84.45401	-696.8482	792.0526	-765.9802	623.2943	-766.1065	-657.3205	-373.4284	-720.4398	797.4422	-1698.138
grapevine	NY_germplasm	Vitis_labrusca	483153	2015	6	4	9	510.1222	422.7744	499.835	393.4239	519.7712	374.389	556.2695	368.2695	-776.5567	382.0982	-753.3577	328.0859	-914.3416	-780.0508	-696.7775	-807.9715	68.31691	-1948.933
grapevine	NY_germplasm	Vitis_labrusca	588165	2015	3	5	7	504.1123	410.5085	490.2108	365.8775	524.2324	326.7509	582.746	310.0074	-866.2975	381.7478	-807.016	293.9433	-1004.504	-903.2039	-649.7969	-896.1802	-20.85043	-1633.459
grapevine	NY_germplasm	Vitis_labrusca	483150	2016	2	8	9	429.9945	333.9292	382.6609	297.6086	411.2616	241.7826	474.128	221.0279	-815.1284	528.6442	-738.0168	415.5962	-861.0179	-927.6749	-639.1964	-801.7818	292.0099	-1927.443
grapevine	NY_germplasm	Vitis_labrusca	588583	2013	9	2	10	447.7009	356.6377	438.6802	315.9417	478.934	281.1503	527.767	272.5868	-936.6387	550.4454	-909.5766	456.986	-757.631	-939.8341	-474.5109	-915.9533	129.8904	-1666.367
grapevine	NY_germplasm	Vitis_labrusca	588584	2013	13	2	14	521.833	429.0162	527.026	383.3218	577.1993	353.7366	632.6298	344.2265	-799.4312	369.5867	-787.8621	293.6187	-829.472	-857.8146	-646.8975	-858.9688	-8.880642	-1685.962
grapevine	NY_germplasm	Vitis_labrusca	483161	2015	6	4	9	457.7875	340.3527	441.1605	310.0828	455.6249	283.6669	494.552	279.6938	-781.1739	517.8946	-797.1829	448.4305	-934.492	-880.8239	-604.7554	-851.8857	258.6267	-1818.436
grapevine	NY_germplasm	Vitis_labrusca	483163	2015	6	4	9	451.493	350.0239	437.3584	327.8951	461.2102	300.3299	497.7107	299.7397	-809.3301	510.4867	-774.0883	328.2997	-1073.366	-947.1316	-281.5904	-577.8286	134.4771	-1946.8
grapevine	NY_germplasm	Vitis_labrusca	594349	2017	9	2	10	474.5794	366.4486	441.3745	322.9268	469.0118	289.7109	523.0275	277.0407	-761.8992	633.3071	-699.2459	498.4553	-898.0945	-1021.452	-358.7311	-707.301	222.6458	-1780.195
grapevine	NY_germplasm	Vitis_labrusca	588165	2013	4	5	8	472.0849	354.6638	465.651	317.4178	488.1477	288.1131	535.0621	277.001	-807.6098	451.8125	-751.6756	356.3264	-996.1004	-876.6992	-644.5948	-798.9637	209.6808	-1957.017
grapevine	NY_germplasm	Vitis_labrusca	483150	2015	4	8	11	419.5302	360.6265	406.3033	314.2835	440.6599	280.3113	510.0261	278.8703	-829.2095	523.7607	-775.7638	460.0181	-785.9919	-786.582	-529.6826	-805.2375	155.4523	-2017.817
grapevine	NY_germplasm	Vitis_labrusca	588169	2015	3	7	9	392.1568	353.0394	383.1502	314.552	425.1074	277.2268	492.6825	279.2385	-869.2777	298.544	-222.1815	336.8339	-1443.193	-767.9248	94.72661	-295.4366	41.0779	-1853.042
grapevine	NY_germplasm	Vitis_labrusca	483160	2013	6	4	9	363.2033	321.9627	352.7391	290.7441	379.7308	254.4234	429.8424	254.9102	-734.0473	648.6276	-733.9425	597.217	-1068.25	-853.3475	-282.1358	-693.1548	313.0273	-1966.461
grapevine	NY_germplasm	Vitis_labrusca	588585	2017	5	4	8	444.3341	235.7744	418.1131	227.5976	423.7754	201.3163	459.7019	171.9871	-831.6855	700.1703	-721.5535	514.1183	-1176.007	-704.4256	-519.1068	-819.4945	589.5852	-1728.82
grapevine	NY_germplasm	Vitis_labrusca	597172	2015	5	5	9	373.2731	281.3972	363.6677	243.704	384.6728	199.3122	434.3738	196.8017	-840.7576	714.1867	-743.7915	565.8973	-810.7371	-911.0044	-454.8776	-933.6804	401.4429	-1756.398
grapevine	NY_germplasm	Vitis_labrusca	483160	2015	8	1	8	375.8461	276.5753	350.8036	247.9099	380.8808	216.0523	438.2257	213.7142	-777.4537	696.6611	-759.3908	433.3557	-729.7579	-728.9817	-519.3466	-706.8741	320.4382	-2038.762
grapevine	NY_germplasm	Vitis_labrusca	483150	2013	12	1	12	319.395	249.6424	274.7412	216.1918	311.7833	153.1176	393.4621	142.3301	-656.6226	829.5129	-664.7079	724.6007	-737.6197	-816.4057	-490.6597	-924.5011	612.9462	-1501.85
grapevine	NY_germplasm	Vitis_labrusca	588128	2017	5	4	8	309.1575	283.4238	212.2867	226.0567	329.9856	226.1781	401.3112	232.4167	-529.7262	749.3932	-514.4034	620.6457	-986.7832	-730.4849	-242.3577	-365.5091	639.4887	-2144.806
grapevine	NY_germplasm	Vitis_labrusca	597228	2016	7	2	8	488.4378	359.7111	426.112	319.4045	492.0277	297.9992	537.2001	294.6853	-993.3846	493.4754	-768.6205	342.1485	-772.1972	-908.1601	-415.5094	-632.8538	101.0598	-1930.981
grapevine	NY_germplasm	Vitis_labrusca	588584	2016	7	4	10	538.4814	288.6621	498.5376	269.6736	534.0483	233.3906	582.2506	222.4855	-941.315	335.1769	-800.2916	221.215	-863.9924	-788.7477	-476.1392	-626.2853	-54.92332	-1770.167
grapevine	NY_germplasm	Vitis_labrusca	594349	2013	8	5	12	470.2592	299.3842	457.001	276.4359	468.4273	252.2255	504.8449	236.7695	-863.9077	596.0681	-725.8316	450.1918	-1033.611	-880.2282	-287.389	-490.687	400.3467	-1898.552
grapevine	NY_germplasm	Vitis_labrusca	597172	2013	5	5	9	383.4267	363.3351	369.4014	333.5245	387.1722	308.5247	431.6064	297.7193	-890.7812	484.0392	-735.5551	330.5052	-924.9267	-874.567	-475.8343	-765.4586	112.2924	-1947.62
grapevine	NY_germplasm	Vitis_labrusca	597203	2013	3	5	7	428.2374	233.5605	406.4951	195.5349	425.3018	153.2676	482.3635	149.623	-881.7534	685.5953	-792.5842	429.4823	-1134.07	-825.316	-465.7061	-647.0279	493.2978	-1687.711
grapevine	NY_germplasm	Vitis_labrusca	588182	2013	4	7	10	443.153	367.7	432.3132	330.4806	447.4792	291.6141	501.2873	295.7608	-797.3943	563.171	-745.3649	403.9223	-1053.342	-852.3861	-531.7397	-762.7803	367.1769	-1878.164
grapevine	NY_germplasm	Vitis_labrusca	588182	2015	9	2	10	418.8396	273.1135	420.4358	241.3745	489.8483	219.7164	549.9702	201.5629	-779.1643	667.0019	-758.8043	572.4795	-998.8657	-712.0713	-221.5919	-442.3028	675.1066	-1889.037
grapevine	NY_germplasm	Vitis_labrusca	483163	2013	11	1	11	426.1199	412.015	401.1273	365.271	466.5917	300.5002	547.999	284.277	-712.2476	614.3852	-659.3517	466.8911	-811.0364	-890.0418	-522.9134	-881.629	246.9394	-1951.986
grapevine	NY_germplasm	Vitis_labrusca	588194	2015	9	2	10	383.702	307.1123	369.4893	281.2865	402.9779	255.3929	450.1845	254.9323	-816.901	586.8625	-631.9247	486.6669	-1020.91	-793.2315	-104.5145	-377.8736	149.0026	-2044.462
grapevine	NY_germplasm	Vitis_labrusca	588128	2015	4	8	11	379.0953	278.9147	357.0039	250.7615	378.6109	208.19	427.0426	195.8701	-719.3534	698.9744	-646.6273	591.7571	-780.331	-966.3862	-514.8801	-822.3422	384.4182	-1949.503
grapevine	NY_germplasm	Vitis_labrusca	588647	2017	6	4	9	396.6962	262.3257	330.7639	217.589	419.2631	205.052	472.2976	205.485	-875.8929	583.4236	-834.1146	518.9404	-942.6837	-619.3183	-353.7477	-573.2581	470.5264	-1923.419
grapevine	NY_germplasm	Vitis_labrusca	588658	2017	6	4	9	455.7339	389.057	405.1168	342.428	438.0644	289.1782	516.1048	274.4004	-819.0574	562.2988	-792.2125	496.5243	-849.3216	-740.3129	-267.3032	-439.615	247.9624	-2086.303
grapevine	NY_germplasm	Vitis_labrusca	483153	2017	7	3	9	432.1924	176.8836	356.4821	181.6643	399.8844	115.7119	422.0489	68.79984	-806.6282	803.7865	-616.8648	570.5627	-997.6569	-965.1436	-367.2099	-586.1745	692.4875	-1497.914
grapevine	NY_germplasm	Vitis_labrusca	588584	2017	3	6	8	447.7433	327.1514	393.1362	302.7003	422.2798	259.5483	494.8284	229.8294	-772.6213	616.3711	-701.4991	506.9729	-985.5324	-1035.456	-498.9913	-762.0998	249.403	-1808.881
grapevine	NY_germplasm	Vitis_labrusca	483133	2016	6	3	8	485.0217	306.1134	430.2605	271.9399	477.7796	244.9385	539.2649	229.696	-902.0812	716.4964	-845.2521	573.4094	-886.5956	-729.4049	-391.0797	-669.5894	282.7814	-1737.41
grapevine	NY_germplasm	Vitis_labrusca	588584	2016	10	1	10	508.0889	365.7111	399.974	332.0455	471.6663	298.8912	572.222	272.7346	-657.2342	588.9896	-728.1748	357.7216	-820.5305	-926.4239	-659.5611	-882.0311	165.0551	-1890.195
grapevine	NY_germplasm	Vitis_labrusca	588128	2016	10	1	10	352.3006	300.7934	298.7787	266.8022	329.1012	204.4045	411.7127	193.1296	-530.2781	779.2086	-497.1329	587.8543	-872.2521	-795.3193	-473.0436	-689.0936	549.2122	-1971.702
grapevine	NY_germplasm	Vitis_labrusca	588583	2013	7	4	10	492.7419	374.3697	480.1896	344.9927	496.5594	316.6319	534.2647	302.4311	-851.9163	436.9393	-830.231	370.6115	-881.732	-910.9452	-615.125	-848.8147	91.09598	-1804.944
grapevine	NY_germplasm	Vitis_labrusca	483145	2013	6	6	11	432.1745	315.0548	415.2198	285.1084	425.3276	250.1836	462.556	238.248	-834.5273	485.3421	-816.9413	405.8022	-1041.418	-989.5511	-571.8442	-911.8801	270.0008	-1714.067
grapevine	NY_germplasm	Vitis_labrusca	588585	2013	10	4	13	458.575	359.7869	448.1863	339.1813	458.6654	315.8552	487.5979	303.9712	-804.1538	483.3816	-778.3606	400.4819	-1139.916	-937.7183	-539.8113	-788.3228	204.849	-1612.213
grapevine	NY_germplasm	Vitis_labrusca	588182	2015	3	8	10	408.8214	404.2656	394.891	355.8584	424.6327	316.0993	484.0928	310.2206	-812.287	403.6077	-717.5572	371.1053	-873.5051	-817.4151	-464.798	-842.1796	-11.64811	-2054.725
grapevine	NY_germplasm	Vitis_labrusca	588194	2017	2	4	5	467.1316	431.6464	432.6294	376.6949	479.327	336.3113	542.4421	314.098	-905.5913	360.2205	-737.577	306.7483	-924.6428	-922.562	-410.5649	-690.5857	-65.14375	-2051.082
grapevine	NY_germplasm	Vitis_labrusca	483161	2015	4	6	9	459.7776	357.2999	446.7799	317.5758	469.4497	288.2123	517.2496	283.9609	-829.8228	534.0701	-833.1431	315.1309	-818.0976	-902.193	-586.7604	-927.7386	107.1188	-1782.517
grapevine	NY_germplasm	Vitis_labrusca	483163	2015	4	6	9	462.4892	318.2905	444.2603	282.8268	461.1617	245.1589	512.1596	231.4847	-811.4258	651.9924	-701.0367	507.9229	-911.2496	-943.8533	-495.5655	-876.1647	268.6568	-1949.214
grapevine	NY_germplasm	Vitis_labrusca	594349	2017	7	4	10	336.3678	258.8932	316.0986	232.1927	336.645	194.6165	381.2828	192.8686	-642.4091	793.0797	-558.9274	630.2073	-939.1537	-1133.335	-116.5399	-334.0067	413.7142	-1965.557
grapevine	NY_germplasm	Vitis_labrusca	588165	2015	4	4	7	426.5138	352.6365	420.5067	318.6922	447.2619	291.8739	490.9687	287.1536	-727.994	516.3978	-705.084	463.0096	-1146.618	-724.5083	-471.5175	-867.6424	234.5389	-1952.42
grapevine	NY_germplasm	Vitis_labrusca	597203	2017	5	4	8	485.3603	426.8917	453.0223	396.159	485.9267	371.6547	546.7254	358.2738	-880.3302	288.0947	-808.515	10.15375	-595.1339	-594.8371	-477.077	-605.7308	-265.9876	-1920.668
grapevine	NY_germplasm	Vitis_labrusca	588658	2017	1	9	9	470.2625	530.6107	384.0877	398.8871	473.3603	273.3213	701.2477	189.2032	-855.5379	218.4413	-777.0129	145.5598	-778.9562	-775.6709	-624.4897	-688.1853	-98.76735	-1990.177
grapevine	NY_germplasm	Vitis_labrusca	588647	2017	4	6	9	407.6541	400.2235	372.0935	352.3276	403.826	285.4133	456.2317	273.3111	-751.9519	436.6618	-683.8314	411.4029	-952.8851	-967.0093	-514.5505	-901.2716	169.442	-1919.637
grapevine	NY_germplasm	Vitis_labrusca	588647	2016	11	1	11	500.5692	399.5324	426.3192	324.186	494.0908	299.2591	592.6716	298.4125	-785.5587	671.4415	-811.4841	519.8018	-778.2199	-830.5062	-548.9166	-893.7205	179.2556	-1690.524
grapevine	NY_germplasm	Vitis_labrusca	588128	2017	3	6	8	393.1631	350.4126	356.0588	306.6855	398.9141	260.2263	465.217	237.5338	-708.9661	580.5138	-582.8416	490.9068	-1079.438	-736.7879	-218.7761	-463.1095	426.512	-2044.93
grapevine	NY_germplasm	Vitis_labrusca	588173	2016	9	1	9	558.3756	351.3996	494.7787	311.9087	506.6922	229.739	577.6063	183.9646	-921.3399	522.3401	-909.2386	400.211	-799.4806	-878.7676	-558.5991	-871.8712	142.1017	-1577.485
grapevine	NY_germplasm	Vitis_labrusca	588182	2015	7	4	10	373.2288	332.4313	366.5863	306.4493	401.2972	280.6477	447.4856	272.6719	-756.4759	705.6219	-688.6648	544.029	-986.5255	-834.0413	-130.0212	-453.5787	298.4065	-2030.479
grapevine	NY_germplasm	Vitis_labrusca	588647	2016	3	9	11	432.7057	375.1362	391.8064	329.8951	436.4144	271.416	498.3443	270.8755	-805.865	438.2275	-679.2769	400.1514	-971.5794	-862.8245	-613.4688	-732.538	315.4302	-2094.37
grapevine	NY_germplasm	Vitis_labrusca	588675	2016	8	1	8	350.7369	337.2983	327.3005	281.956	362.409	241.7678	434.073	257.5525	-787.9755	675.6305	-700.0176	512.3556	-935.8969	-868.1347	-547.3551	-820.3284	415.4499	-1962.349
grapevine	NY_germplasm	Vitis_labrusca	588583	2013	5	6	10	464.9719	353.6852	455.3979	317.5808	471.5704	287.4324	510.5219	280.796	-834.0176	478.6883	-805.8781	410.8691	-894.0719	-929.2804	-548.3559	-888.7101	88.87871	-1912.538
grapevine	NY_germplasm	Vitis_labrusca	588584	2013	9	6	14	473.042	344.473	462.4029	319.6968	478.7953	291.6021	518.7072	281.3094	-882.2946	533.4342	-778.2528	389.832	-906.2236	-864.5647	-577.7041	-873.6014	181.0039	-1884.183
grapevine	NY_germplasm	Vitis_labrusca	483153	2013	10	3	12	558.656	377.3483	539.9573	346.4111	599.8286	320.4311	654.9926	287.7409	-875.6742	485.2589	-875.568	413.0945	-1034.754	-874.294	-224.2647	-546.7484	181.6286	-1706.562
grapevine	NY_germplasm	Vitis_labrusca	588194	2016	9	1	9	496.1296	337.3097	416.7783	296.4247	466.981	241.041	543.941	233.1939	-792.6848	674.6507	-790.3576	500.8493	-868.6732	-873.9494	-631.4898	-907.2987	360.6348	-1705.007
grapevine	NY_germplasm	Vitis_labrusca	483157	2013	7	3	9	493.5229	314.5812	483.2643	285.4176	502.632	258.8344	544.4236	247.0782	-856.1285	609.225	-801.8106	514.4394	-765.5056	-838.3965	-582.744	-814.2348	263.4083	-1770.345
