family	dataset	species_pop	acc_morpho	year_side	from_tip	from_base	count	xA	yA	xB	yB	xC	yC	xD	yD	xE	yE	xF	yF	xG	yG	xH	yH	xI	yI
grapevine	NY_germplasm	Vitis_rupestris	588147	2016	5	4	8	754.9172	474.0296	584.4685	391.91	750.4468	430.675	794.2834	413.8868	-982.7029	407.9972	-790.9165	308.7468	-785.0856	-876.0735	-388.9929	-685.4734	-203.2644	-1502.396
grapevine	NY_germplasm	Vitis_rupestris	588684	2013	14	1	14	549.987	381.2014	521.5087	342.1348	599.8615	307.6376	691.8419	295.9303	-855.7125	776.3141	-674.9891	509.9262	-713.5395	-912.2368	-205.7218	-714.8477	-81.04519	-1362.695
grapevine	NY_germplasm	Vitis_rupestris	588333	2013	12	1	12	669.3381	548.7887	564.1787	463.7039	671.986	393.8844	761.4857	307.8441	-934.5315	266.9737	-691.8859	228.2922	-757.9002	-837.5448	-335.0395	-729.0589	-185.2748	-1150.303
grapevine	NY_germplasm	Vitis_rupestris	588188	2015	10	1	10	749.8894	520.3665	741.3157	481.5215	797.724	459.9043	829.3088	434.2067	-942.2885	84.20719	-772.0721	12.07745	-743.5369	-687.7722	-432.7915	-558.725	-332.1713	-1071.386
grapevine	NY_germplasm	Vitis_rupestris	588229	2016	8	3	10	730.0638	389.9345	625.6217	365.7872	726.14	355.5878	741.1253	309.4336	-1123.205	280.7418	-823.3038	243.2908	-810.7978	-860.5396	-406.0875	-616.4942	-100.9725	-1264.349
grapevine	NY_germplasm	Vitis_rupestris	588384	2017	6	2	7	648.7938	447.3922	605.0967	395.2735	597.8384	333.5053	657.6385	294.2731	-985.9799	208.3027	-749.4878	119.6807	-724.6484	-856.549	-430.4713	-697.8867	-295.8488	-1318.447
grapevine	NY_germplasm	Vitis_rupestris	588147	2013	10	2	11	740.6192	437.7819	724.8258	383.251	762.6794	341.6282	817.4001	317.0294	-940.5044	270.0916	-827.5812	246.4375	-910.3023	-605.2111	-288.9123	-508.0532	-19.27495	-1148.263
grapevine	NY_germplasm	Vitis_rupestris	588401	2013	13	2	14	696.5615	398.1734	661.873	362.0021	711.2484	304.6069	760.4544	270.5342	-921.4227	234.0102	-704.362	143.472	-829.5846	-801.3035	-401.9952	-666.3127	-299.5285	-1274.625
grapevine	NY_germplasm	Vitis_rupestris	588223	2016	4	5	8	560.733	375.5286	554.2257	331.6146	560.557	282.7121	629.0162	306.777	-980.6648	484.6839	-872.4232	347.6291	-931.2677	-683.9732	-597.4935	-680.6669	247.3084	-1635.899
grapevine	NY_germplasm	Vitis_rupestris	588401	2015	2	8	9	543.4859	342.3267	545.4229	292.5044	638.4862	278.0825	688.8914	225.5386	-864.7039	360.1228	-757.232	399.6132	-888.7457	-739.3282	-609.6926	-630.9869	240.9955	-1858.406
grapevine	NY_germplasm	Vitis_rupestris	588174	2017	4	6	9	624.9007	523.804	565.7612	473.6139	608.0079	443.5991	651.4259	422.4883	-850.682	382.3442	-694.5359	274.8443	-755.7242	-851.1607	-555.2949	-828.6176	-165.414	-1741.324
grapevine	NY_germplasm	Vitis_rupestris	588540	2017	5	7	11	481.3754	498.8362	460.8177	479.8442	481.3176	444.998	527.8006	443.3724	-675.0469	202.7322	-571.9475	97.83398	-663.7881	-759.1201	-567.924	-851.7198	-397.7623	-2044.985
grapevine	NY_germplasm	Vitis_rupestris	588333	2016	9	1	9	852.2488	438.4986	759.8451	402.8477	756.9041	356.6859	799.0321	295.464	-1061.889	130.9567	-762.608	35.5495	-634.2744	-709.0821	-406.0373	-671.0192	-275.7132	-1122.607
grapevine	NY_germplasm	Vitis_rupestris	588223	2017	9	4	12	611.2406	375.756	506.6992	342.8994	594.9291	304.6816	644.8563	267.9395	-912.5802	466.0346	-797.5448	327.0495	-946.1161	-841.028	-557.601	-797.5712	213.426	-1555.811
grapevine	NY_germplasm	Vitis_rupestris	588454	2017	3	4	6	517.6186	449.8022	475.9913	424.1102	513.5315	396.01	595.265	372.598	-894.364	305.0209	-704.1908	266.4335	-821.5732	-884.1101	-398.1712	-580.8433	-82.43051	-2019.549
grapevine	NY_germplasm	Vitis_rupestris	588225	2016	8	3	10	567.2587	470.2271	537.7032	436.009	554.0063	411.869	587.1391	380.9587	-1045.096	219.6282	-788.5575	114.805	-767.0994	-773.0036	-387.3297	-736.0687	-158.4095	-1439.31
grapevine	NY_germplasm	Vitis_rupestris	588683	2016	9	1	9	770.4399	327.6481	654.0783	315.7005	732.1538	243.9136	783.75	199.8634	-1077.094	259.8347	-858.7975	129.4659	-660.6192	-657.8872	-388.2473	-561.6805	-123.5236	-935.6017
grapevine	NY_germplasm	Vitis_rupestris	588683	2013	12	1	12	748.8404	384.6219	716.8162	359.0763	744.7321	328.4087	775.3777	297.8225	-1001.457	290.2787	-748.4634	203.3267	-769.306	-660.0301	-335.216	-578.9309	-114.7689	-1093.934
grapevine	NY_germplasm	Vitis_rupestris	588228	2016	5	4	8	569.2492	440.1432	533.4613	395.3844	576.8958	400.426	617.9042	382.2286	-849.0804	434.7844	-813.2234	253.3835	-827.9334	-973.2693	-464.6318	-748.9484	47.58645	-1503.463
grapevine	NY_germplasm	Vitis_rupestris	588181	2017	2	6	7	725.8756	346.8341	514.403	337.2267	641.7651	254.7174	766.6772	180.4069	-944.7433	512.9702	-739.8683	484.8821	-863.4478	-864.901	-276.3326	-618.0087	37.46272	-1488.785
grapevine	NY_germplasm	Vitis_rupestris	588225	2015	9	3	11	640.618	427.7639	629.8784	398.8882	647.2496	365.3031	673.3908	341.6381	-950.4711	198.2665	-768.0518	154.5882	-924.7615	-981.8644	-177.8047	-399.9483	-56.65019	-1201.734
grapevine	NY_germplasm	Vitis_rupestris	588160	2016	2	8	9	548.3388	394.7395	453.4366	362.4846	571.5214	334.6616	651.8752	339.9072	-945.8744	449.9669	-783.8921	396.3944	-784.1573	-928.8076	-490.8807	-891.0279	-243.1361	-1568.222
grapevine	NY_germplasm	Vitis_rupestris	588225	2017	6	3	8	610.9071	424.0328	571.0746	384.4578	589.3782	342.8377	627.1947	320.1837	-969.647	338.7796	-830.8307	156.3906	-793.4493	-963.2118	-340.1262	-704.6004	-89.81072	-1374.097
grapevine	NY_germplasm	Vitis_rupestris	588223	2017	11	2	12	571.4628	281.9504	502.0371	262.6471	547.9349	213.7794	594.2934	174.0149	-1085.213	548.3095	-890.1363	453.5619	-788.9364	-1117.67	-492.5846	-834.2284	241.5388	-1260.165
grapevine	NY_germplasm	Vitis_rupestris	588330	2016	6	2	7	722.9296	504.1468	672.25	472.2025	693.9654	445.9423	722.3296	417.0462	-944.6991	146.8065	-712.5449	95.4728	-655.2042	-627.7794	-373.9613	-637.4879	-196.1444	-1447.206
grapevine	NY_germplasm	Vitis_rupestris	588683	2015	12	1	12	620.8908	401.6254	611.4351	370.0729	670.7711	341.7049	707.4823	277.5071	-1046.591	426.5478	-797.1237	258.331	-815.0509	-737.0892	-350.9117	-662.2199	-60.64296	-1365.168
grapevine	NY_germplasm	Vitis_spp	597298	2017	1	6	6	342.7479	437.3538	301.2965	369.4112	353.1634	313.1418	445.2212	293.9215	-863.4311	194.3986	-7.391313	269.7954	-1046.195	-1016.69	215.8351	51.8168	-295.5912	-2248.37
grapevine	NY_germplasm	Vitis_spp	588715	2016	7	4	10	466.5947	327.0638	439.6672	300.6325	461.6705	278.5335	509.7869	279.7335	-1082.992	377.4641	-731.7997	370.4294	-1079.348	-951.324	-56.64417	-242.3148	125.7014	-1848.216
grapevine	NY_germplasm	Vitis_spp	588501	2013	8	3	10	516.5929	465.7779	519.7484	436.8616	543.8685	407.6298	580.7214	396.0735	-850.5102	292.5031	-798.0976	232.5785	-823.8892	-834.9207	-671.5473	-846.1758	-111.7619	-1812.815
grapevine	NY_germplasm	Vitis_spp	597298	2013	5	6	10	352.7822	310.1599	346.7976	285.6964	360.2047	267.9345	397.7884	261.7301	-946.9561	725.7104	-36.30414	260.7566	-1297.911	-728.7644	98.30233	-162.1605	319.5332	-1792.303
grapevine	NY_germplasm	Vitis_spp	597295	2017	7	3	9	559.0492	331.244	512.583	295.6013	542.7557	247.2456	599.7422	224.0709	-1068.423	490.9537	-1060.632	312.4133	-647.1007	-828.0613	-532.848	-832.6799	4.499382	-1509.146
grapevine	NY_germplasm	Vitis_spp	588123	2017	2	6	7	554.4679	475.1684	484.0973	406.2893	550.3922	347.126	610.7935	317.4701	-895.6984	360.1357	-779.9348	301.0256	-947.9335	-955.1822	-556.2689	-873.0676	96.72203	-1703.063
grapevine	NY_germplasm	Vitis_spp	588282	2015	8	4	11	532.4541	450.8459	513.9051	423.3376	524.8825	394.856	550.6996	379.2998	-742.5055	378.0893	-735.878	254.6428	-937.3671	-1033.612	-527.0849	-809.259	68.33687	-1452.619
grapevine	NY_germplasm	Vitis_spp	588123	2017	5	3	7	580.2618	451.7399	520.6719	391.4263	572.9412	346.5281	625.8953	333.5108	-885.9847	248.5641	-811.9575	223.2157	-712.8571	-926.9425	-513.8967	-835.1989	-248.3236	-1474.603
grapevine	NY_germplasm	Vitis_spp	588282	2015	4	8	11	522.3178	459.8291	511.2292	420.4028	544.9049	383.4824	589.7463	361.0092	-796.7128	351.4634	-575.354	348.92	-827.4663	-1031.725	-569.8387	-718.9368	-1.097881	-1931.356
grapevine	NY_germplasm	Vitis_spp	588715	2013	10	4	13	444.7598	380.6902	414.5489	331.3886	449.7802	284.9956	511.2222	288.1561	-855.27	462.5208	-613.5732	314.7812	-819.5841	-1097.242	14.49239	-314.0918	-250.3934	-1858.615
grapevine	NY_germplasm	Vitis_spp	597294	2013	6	6	11	380.6618	445.2211	360.4981	415.223	385.0343	385.4091	431.2558	388.4339	-783.2561	632.0465	-188.9239	301.9795	-967.4157	-925.6447	120.9644	-176.0809	-5.299053	-2029.808
grapevine	NY_germplasm	Vitis_spp	597295	2017	4	6	9	439.2258	445.9125	393.3339	393.198	446.9166	365.1718	512.3589	351.0542	-675.72	265.7347	-640.1963	193.0543	-751.9417	-703.5887	-671.5638	-736.0939	-97.12011	-2147.895
grapevine	NY_germplasm	Vitis_spp	588508	2016	8	5	12	609.8871	369.1736	544.7831	341.3385	586.5073	316.1454	626.3488	306.3034	-1039.063	493.1042	-587.133	342.9745	-915.89	-881.9945	-286.1911	-492.2784	41.09043	-1730.284
grapevine	NY_germplasm	Vitis_spp	588123	2013	9	3	11	575.1915	323.1453	544.4922	273.483	591.3342	238.0863	654.409	201.097	-1086.926	354.6987	-946.1054	290.7169	-807.2177	-873.6652	-396.6679	-731.1344	-62.49103	-1426.878
grapevine	NY_germplasm	Vitis_spp	597295	2013	11	1	11	536.8363	317.3257	433.7537	266.7157	531.7081	216.6809	635.7923	216.3042	-878.299	603.107	-876.0268	505.6243	-762.5277	-804.5372	-659.0396	-867.5225	257.015	-1532.471
grapevine	NY_germplasm	Vitis_spp	588282	2013	6	4	9	522.3397	431.2723	497.4827	414.4275	525.4559	394.6533	557.2026	388.66	-805.9403	308.3938	-659.7511	287.4209	-781.8107	-1009.557	-460.0143	-797.2121	-282.1588	-1893.882
grapevine	NY_germplasm	Vitis_spp	588549	2017	7	4	10	539.7273	319.0394	437.569	295.7821	551.2699	259.9495	611.0489	246.1678	-970.1384	424.4656	-944.4119	353.2592	-735.8417	-754.8054	-575.5121	-785.5844	57.31071	-1798.437
grapevine	NY_germplasm	Vitis_spp	588628	2015	20	1	20	540.1761	363.8314	501.0943	320.2362	552.9912	280.9693	629.4711	270.4727	-895.3654	551.1554	-899.3458	273.4651	-695.8223	-790.8742	-402.2774	-839.9159	-63.7886	-1537.131
grapevine	NY_germplasm	Vitis_spp	588282	2017	9	2	10	626.9654	374.4743	539.3043	344.8597	610.4215	299.8626	665.021	268.5705	-973.0076	435.0077	-854.8998	299.6965	-893.8279	-1089.447	-418.1242	-632.4882	-18.0116	-1622.285
grapevine	NY_germplasm	Vitis_spp	588549	2017	10	1	10	633.1301	351.7917	438.7219	341.3862	634.4487	280.1214	730.5106	254.5756	-784.0535	557.0187	-727.8991	427.4652	-785.3342	-625.9658	-567.9215	-752.5526	149.6538	-1760.999
grapevine	NY_germplasm	Vitis_spp	597293	2017	1	3	3	418.2172	491.6889	373.9835	405.4558	431.7584	328.5314	510.3849	264.2897	-561.5712	390.152	-496.4709	326.4726	-730.9643	-751.1295	-643.8877	-775.0739	33.11877	-2253.021
grapevine	NY_germplasm	Vitis_spp	588123	2015	4	6	9	502.836	424.6161	493.4364	380.6189	532.4238	358.7184	584.9654	341.8599	-913.9648	372.8135	-771.3581	291.374	-869.1496	-888.6434	-601.44	-875.1327	-123.3231	-1597.198
grapevine	NY_germplasm	Vitis_spp	597295	2013	6	6	11	475.1214	418.198	446.9375	382.8298	479.7353	354.0252	548.7606	363.8911	-718.6607	391.0978	-701.0205	371.5547	-748.9062	-835.5728	-702.5918	-858.3934	54.00615	-1968.183
grapevine	NY_germplasm	Vitis_spp	588715	2016	10	1	10	472.1276	371.1819	433.0883	348.4226	469.6304	318.4943	516.4647	283.9433	-878.1824	460.0899	-582.9188	383.3262	-980.189	-1017.33	-263.4131	-525.235	20.43524	-1763.588
grapevine	NY_germplasm	Vitis_spp	588549	2015	3	8	10	528.2261	389.2977	503.0802	370.1565	544.9801	337.724	612.4274	323.7364	-840.0672	344.907	-726.0093	342.3375	-797.739	-906.123	-590.5559	-840.9142	-196.7549	-1785.174
grapevine	NY_germplasm	Vitis_spp	588549	2016	4	5	8	490.8723	346.4548	458.9268	323.3512	472.7956	293.8855	513.4709	272.0723	-865.8468	468.7062	-714.1421	362.625	-805.6822	-848.3869	-585.9123	-774.7341	103.8942	-1983.194
grapevine	NY_germplasm	Vitis_spp	588501	2017	1	6	6	469.7753	505.1275	412.0177	423.6119	485.9686	365.5922	582.0867	323.4852	-786.3187	203.1887	-644.1055	196.7563	-746.2533	-789.3561	-528.9444	-668.2353	-278.0212	-2173.16
grapevine	NY_germplasm	Vitis_spp	597298	2016	8	6	13	302.082	310.7214	283.0513	290.3334	302.2846	269.7772	344.7544	268.8252	-657.4236	829.4103	-101.8147	308.0967	-868.3809	-1199.228	110.1747	-39.5145	271.0534	-2090.45
grapevine	NY_germplasm	Vitis_spp	588508	2015	4	6	9	496.7854	432.9299	457.0673	411.9704	512.8465	394.0796	559.1784	395.3391	-835.8024	404.4746	-655.5616	378.5965	-854.9026	-1005.74	-273.3624	-616.7098	-178.6697	-1943.383
grapevine	NY_germplasm	Vitis_spp	588715	2017	2	9	10	378.4782	421.2722	331.6229	365.6832	373.8426	303.4005	433.6197	281.9057	-624.4984	501.1325	-237.153	290.2039	-1114.595	-927.0861	-20.28082	-144.8065	221.1342	-2335.643
grapevine	NY_germplasm	Vitis_spp	597298	2013	10	1	10	374.0956	301.3218	352.1655	264.8123	402.7614	236.9575	470.2345	240.7344	-895.3177	862.2496	-484.2051	355.4821	-1178.589	-662.5284	187.3405	-136.0107	467.669	-1433.74
grapevine	NY_germplasm	Vitis_spp	588529	2015	3	8	10	436.1814	375.718	406.0874	331.0188	429.7768	290.0611	488.1748	283.8701	-814.8143	466.6473	-724.2307	346.853	-1023.689	-905.7675	-431.1278	-853.6999	142.2447	-1941.377
grapevine	NY_germplasm	Vitis_spp	588529	2013	6	6	11	404.0979	300.7488	385.3992	272.1503	401.9165	240.9743	443.8454	234.6561	-817.3451	607.4647	-768.9504	510.4753	-952.878	-926.3041	-514.2779	-903.5827	393.3428	-1757.257
grapevine	NY_germplasm	Vitis_spp	588508	2016	12	1	12	528.2638	444.0301	418.3368	395.6522	512.0221	354.103	585.7402	333.6844	-848.514	607.8702	-687.3275	417.0675	-875.4174	-930.0017	-456.2863	-946.4655	120.0762	-1685.809
grapevine	NY_germplasm	Vitis_spp	588476	2017	8	3	10	468.2002	404.7872	434.3309	365.1354	466.9246	324.1837	519.2713	308.7189	-868.5892	286.1854	-836.7001	243.8184	-718.2376	-805.9172	-491.3145	-786.4378	-86.1417	-2047.79
grapevine	NY_germplasm	Vitis_spp	588628	2017	6	3	8	532.8618	402.6175	479.7796	361.6323	527.805	320.4178	567.6805	293.4431	-952.3035	399.85	-807.0412	283.8014	-733.6139	-840.2429	-444.2952	-830.9638	-53.3315	-1615.584
grapevine	NY_germplasm	Vitis_spp	588529	2016	6	5	10	465.4153	335.398	429.2146	318.165	445.0466	276.8175	487.4321	274.1245	-942.9826	506.5063	-867.6918	368.817	-888.393	-950.0623	-523.1766	-834.9917	256.5028	-1845.477
grapevine	NY_germplasm	Vitis_spp	597295	2017	2	8	9	419.513	571.7136	379.3815	492.5516	433.6806	425.5972	552.0764	397.3056	-583.9073	188.5948	-538.8347	91.95987	-679.6782	-834.7111	-584.8797	-877.7003	-387.6821	-1983.065
grapevine	NY_germplasm	Vitis_spp	588501	2015	9	1	9	525.3908	463.0929	469.3002	383.8552	545.0509	340.3653	647.6612	335.1226	-811.1672	583.8954	-718.5346	439.2072	-736.6353	-926.3996	-551.3113	-944.7726	29.03067	-1593.533
grapevine	NY_germplasm	Vitis_spp	597293	2017	3	1	3	427.8126	369.6327	322.0779	299.3297	416.9999	276.0659	509.127	239.8993	-785.266	537.8527	-771.5862	470.0494	-806.4287	-888.093	-690.9807	-907.0228	261.9591	-1848.977
grapevine	NY_germplasm	Vitis_spp	588476	2013	13	3	15	508.9369	318.0625	494.8513	294.2535	519.4076	265.395	563.4196	249.4751	-907.1789	409.6914	-803.9809	314.0768	-797.798	-751.4359	-643.0082	-738.4639	227.2197	-1873.989
grapevine	NY_germplasm	Vitis_spp	597294	2013	11	1	11	497.3267	409.1658	441.1184	346.1787	485.5437	308.3644	575.846	327.841	-1112.584	345.0127	-932.4811	183.2915	-798.8835	-424.5118	45.60772	-317.0279	-3.489868	-1881.886
grapevine	NY_germplasm	Vitis_spp	588628	2016	7	6	12	576.2796	431.4682	492.8788	402.9783	561.6699	379.3317	588.5245	360.5989	-964.6875	319.458	-851.6793	249.8915	-851.8109	-955.5596	-448.5953	-779.6103	-26.14065	-1541.699
grapevine	NY_germplasm	Vitis_spp	588282	2016	5	8	12	532.9734	525.1929	505.7038	493.1701	525.7496	475.5898	573.6137	459.138	-891.3292	122.5605	-671.0138	74.67344	-694.5856	-895.5766	-475.5997	-713.8738	-415.0981	-1846.489
grapevine	NY_germplasm	Vitis_spp	588549	2017	6	5	10	471.9638	369.945	441.9227	352.1522	471.5931	324.1388	519.427	311.8904	-841.3803	414.9695	-807.8653	305.0104	-743.0034	-835.6179	-569.0236	-957.8899	-26.10332	-1892.722
grapevine	NY_germplasm	Vitis_spp	588282	2017	3	8	10	532.7715	490.1449	453.6041	465.8332	517.9194	440.3839	561.7178	414.2841	-635.2812	368.7439	-659.5915	208.7282	-809.5982	-1069.039	-517.946	-730.8741	-93.75074	-2001.807
grapevine	NY_germplasm	Vitis_spp	597293	2013	11	1	11	396.169	312.6834	376.8895	260.7753	408.0526	209.4062	492.2819	185.1161	-903.6005	641.8971	-882.9321	545.4225	-696.8384	-926.6579	-589.8184	-974.0457	263.2482	-1533.259
grapevine	NY_germplasm	Vitis_spp	597294	2016	6	3	8	372.3449	325.5872	342.3947	291.7018	373.8888	263.2531	423.1621	260.993	-821.5138	654.7379	-725.7052	348.4471	-1056.854	-413.1016	181.1686	-191.0213	237.2175	-1961.11
grapevine	NY_germplasm	Vitis_spp	588549	2013	11	1	11	530.0282	315.5649	524.5034	281.5056	539.9323	237.9842	606.2948	211.4999	-796.3608	485.8163	-745.8025	362.219	-860.1672	-745.7742	-705.9683	-770.0221	314.4571	-1684.316
grapevine	NY_germplasm	Vitis_spp	597294	2017	1	6	6	467.9235	553.3156	358.7813	430.2565	451.748	356.5961	558.3262	328.0277	-746.3098	283.0521	-523.9567	247.4396	-966.4429	-768.3146	112.6428	-109.4066	-227.2418	-2195.638
grapevine	NY_germplasm	Vitis_spp	588123	2013	8	4	11	563.3508	316.0976	545.268	277.1459	588.5806	253.5359	634.7898	230.8246	-1010.608	428.1462	-869.9886	302.4138	-953.0757	-774.0738	-521.9399	-748.9959	243.9393	-1636.911
grapevine	NY_germplasm	Vitis_spp	588123	2016	8	5	12	635.1173	352.0658	562.3661	335.9949	623.2044	304.9629	661.5769	283.1742	-995.991	374.9878	-840.2102	250.6208	-975.3387	-776.54	-469.8056	-702.9148	-44.93685	-1557.783
grapevine	NY_germplasm	Vitis_spp	588282	2015	5	7	11	551.7707	427.2747	536.5572	393.6749	562.1326	365.0543	602.384	343.4008	-831.1854	394.4039	-661.0076	329.5321	-893.1503	-1149.281	-587.8118	-839.7526	-91.56335	-1557.295
grapevine	NY_germplasm	Vitis_spp	588628	2016	5	8	12	523.4405	456.2558	499.6129	406.9506	510.3423	371.1479	561.7402	364.9046	-936.2224	277.3995	-848.3574	232.9093	-740.6099	-889.2795	-451.1259	-795.4151	-294.4302	-1723.872
grapevine	NY_germplasm	Vitis_spp	588529	2015	7	4	10	460.3599	434.6495	435.5023	408.7795	465.5748	384.6607	505.6274	368.418	-892.0977	369.8791	-846.4204	273.9743	-865.8339	-930.9786	-296.4726	-632.9001	-92.4309	-1949.628
grapevine	NY_germplasm	Vitis_spp	588529	2016	3	8	10	437.4202	362.0993	377.2099	326.5527	409.6672	266.5573	485.1904	254.4759	-855.2936	422.8203	-719.8372	335.1741	-871.3218	-771.8046	-551.0608	-719.5759	150.5803	-2146.638
grapevine	NY_germplasm	Vitis_spp	588501	2016	6	2	7	570.0858	426.8668	523.2317	398.5846	550.0253	354.1965	605.8553	350.8869	-975.0238	389.1682	-836.3916	270.9784	-736.4026	-920.2667	-558.6715	-880.2749	-155.2988	-1726.895
grapevine	NY_germplasm	Vitis_spp	588476	2013	7	9	15	538.8154	418.7923	535.3368	403.7196	542.54	383.5829	583.9773	376.7454	-796.0166	438.9558	-722.2876	343.2364	-732.8174	-705.8122	-535.118	-830.8192	-13.1861	-2037.651
grapevine	NY_germplasm	Vitis_spp	597295	2017	3	7	9	465.7632	461.5868	436.2666	405.1011	456.4285	343.708	536.1566	313.2646	-696.2237	264.3706	-645.4453	216.1521	-750.5795	-746.2398	-682.0392	-763.0418	-52.85921	-2108.889
grapevine	NY_germplasm	Vitis_spp	588123	2015	5	5	9	527.5748	393.3352	517.3913	360.6206	548.4444	329.4469	592.9826	326.1046	-944.4222	451.79	-850.5651	346.3562	-833.4261	-821.1028	-608.9652	-862.7935	177.2278	-1579.716
grapevine	NY_germplasm	Vitis_spp	588508	2015	9	1	9	517.5974	480.9482	475.4747	450.7919	513.3073	432.8365	541.3216	412.6746	-862.5425	604.8803	-590.6289	372.8136	-951.5363	-787.446	-118.277	-586.4873	200.3879	-1287.927
grapevine	NY_germplasm	Vitis_spp	588529	2013	4	8	11	434.3974	383.4015	421.0945	337.5693	441.072	298.8687	494.0775	280.0836	-832.3375	436.6095	-710.7531	377.4168	-1107.654	-779.4405	-362.9266	-723.5431	94.02553	-1967.434
grapevine	NY_germplasm	Vitis_spp	588549	2017	3	8	10	461.5468	367.1059	436.9116	316.301	462.7744	266.1098	527.6168	247.587	-751.3872	494.2249	-632.1466	399.8623	-714.5411	-704.09	-633.174	-798.9129	100.4144	-2124.679
grapevine	NY_germplasm	Vitis_spp	588123	2016	10	3	12	504.058	304.4443	434.7522	257.7154	492.4403	232.0395	553.4703	216.4026	-1025.132	772.7855	-669.2854	370.6246	-701.8559	-663.5953	-547.6353	-819.3167	292.5633	-1719.95
grapevine	NY_germplasm	Vitis_spp	588476	2016	7	7	13	425.7725	379.5877	391.2244	356.6069	440.7261	351.4532	487.7637	338.1511	-807.6163	545.5909	-743.087	390.8411	-696.3905	-872.628	-556.4229	-856.9888	112.4015	-2131.925
grapevine	NY_germplasm	Vitis_spp	588508	2015	7	3	9	523.5016	418.3262	501.1695	397.3716	510.3036	369.2969	546.9894	361.0622	-866.9392	492.8532	-689.0764	418.9717	-879.2342	-908.843	-477.8876	-781.1858	284.3727	-1629.845
grapevine	NY_germplasm	Vitis_spp	588529	2015	8	3	10	371.9874	315.7984	369.8035	279.5182	399.5435	261.8942	438.605	261.7851	-865.4848	701.0492	-793.1169	504.4356	-735.8422	-691.173	-252.2354	-410.2625	328.2469	-2063.128
grapevine	NY_germplasm	Vitis_spp	588282	2015	10	2	11	535.2704	535.7018	529.3876	500.3168	555.6663	473.4125	596.4774	457.0398	-781.5198	222.2677	-619.9391	247.3345	-856.1425	-800.3787	-373.3914	-712.656	-186.0826	-1771.478
grapevine	NY_germplasm	Vitis_spp	597298	2017	4	3	6	300.8956	302.6213	274.4285	265.5252	314.2006	215.4993	371.415	221.9981	-700.5329	745.6698	-38.56523	279.9711	-934.6827	-1194.497	120.6136	-161.0231	318.3737	-2102.128
grapevine	NY_germplasm	Vitis_spp	588508	2013	11	6	16	413.3497	364.1073	392.8838	341.1356	436.529	304.4413	474.5365	280.6907	-811.9987	646.5218	-653.7867	516.4742	-1151.914	-1007.655	-221.0034	-636.8429	368.4344	-1604.278
grapevine	NY_germplasm	Vitis_spp	588508	2013	14	3	16	578.3671	422.7825	566.895	377.0596	608.3	343.5124	662.018	327.9093	-937.6234	370.0666	-762.5052	329.7141	-975.531	-985.1634	-354.7536	-632.4364	-28.82909	-1604.972
grapevine	NY_germplasm	Vitis_spp	597295	2015	10	1	10	508.803	369.0386	505.8743	332.071	526.4959	283.8519	580.8556	275.8353	-860.7238	540.0872	-871.6764	437.8877	-770.892	-927.5011	-630.2828	-949.3557	91.91062	-1607.383
grapevine	NY_germplasm	Vitis_spp	597295	2015	4	7	10	388.5394	396.3096	379.6524	364.347	410.0584	335.2968	462.5111	351.9202	-591.7672	502.4142	-567.1501	434.6598	-719.6805	-956.3272	-632.7098	-943.0007	27.81547	-2061.253
grapevine	NY_germplasm	Vitis_spp	588715	2013	6	8	13	449.1516	390.291	427.7458	369.6058	448.1039	338.8803	487.6142	329.2974	-779.2892	311.0889	-649.0572	220.5204	-1016.957	-888.8921	-133.1352	-370.0439	-42.1103	-2200.551
grapevine	NY_germplasm	Vitis_spp	588501	2016	3	5	7	521.0811	432.6411	483.1932	401.0056	504.5017	374.3532	544.976	364.8384	-815.5747	316.5675	-712.6844	250.4213	-906.9557	-905.8366	-665.6489	-794.375	-2.446883	-1790.693
grapevine	NY_germplasm	Vitis_spp	588476	2016	4	10	13	419.5314	368.3942	362.9646	340.7292	403.7326	314.2799	453.4788	288.4422	-745.2611	375.3137	-611.754	298.3523	-660.506	-654.7893	-449.6728	-627.4441	66.03272	-2526.068
grapevine	NY_germplasm	Vitis_spp	597294	2017	2	5	6	429.2455	557.4223	341.3564	462.6057	415.9823	378.5766	519.509	372.7367	-652.4405	385.1789	-517.5394	324.5074	-936.7963	-627.8175	72.54093	-165.0196	-88.33286	-2320.142
grapevine	NY_germplasm	Vitis_spp	588508	2015	2	8	9	513.9494	486.0961	486.6118	454.3731	504.0633	400.0531	584.8951	392.697	-842.2991	274.2504	-604.85	310.2235	-784.3359	-895.4447	-346.1199	-666.5982	-286.2741	-2025.141
grapevine	NY_germplasm	Vitis_spp	588715	2017	9	2	10	438.7356	349.8878	380.319	284.4362	417.0718	245.101	521.4679	230.3188	-960.2464	670.8519	-698.8308	444.067	-756.983	-841.6101	-464.5931	-762.8701	241.4857	-1768.689
grapevine	NY_germplasm	Vitis_spp	588501	2017	4	3	6	531.6019	438.1555	493.324	398.3695	523.1635	369.661	577.3038	346.3029	-843.184	439.2536	-790.0103	381.711	-927.1309	-942.0137	-493.7871	-803.4866	-89.70668	-1845.057
grapevine	NY_germplasm	Vitis_spp	588529	2017	7	3	9	496.9981	289.9142	455.9006	269.3616	501.2616	246.0588	551.6345	226.766	-954.0174	526.377	-875.8201	408.0976	-843.6423	-947.1672	-465.7397	-833.8661	223.9807	-1613.695
